Teff log(g) logZ  L=Teff^4/g   A218     L/A218  A218(i)/A218(i-1) L/A218(i)/L/A218(i-1) 
13000.0  3.5  0.5  9.03178e+12  2.93036  3.08214e+12  9.99993e-01  1.08078e+00 
14000.0  3.5  0.5  1.21482e+13  2.92977  4.14647e+12  9.99799e-01  1.34532e+00 
15000.0  3.5  0.5  1.60090e+13  2.92879  5.46609e+12  9.99666e-01  1.31825e+00 
16000.0  3.5  0.5  2.07243e+13  2.92778  7.07850e+12  9.99655e-01  1.29498e+00 
17000.0  3.5  0.5  2.64117e+13  2.92680  9.02407e+12  9.99665e-01  1.27486e+00 
18000.0  3.5  0.5  3.31963e+13  2.92594  1.13455e+13  9.99706e-01  1.25725e+00 
19000.0  3.5  0.5  4.12111e+13  2.92522  1.40882e+13  9.99754e-01  1.24174e+00 
20000.0  3.5  0.5  5.05964e+13  2.92466  1.72999e+13  9.99809e-01  1.22797e+00 
21000.0  3.5  0.5  6.15003e+13  2.92427  2.10310e+13  9.99867e-01  1.21567e+00 
22000.0  3.5  0.5  7.40783e+13  2.92411  2.53336e+13  9.99945e-01  1.20458e+00 
23000.0  3.5  0.5  8.84935e+13  2.92431  3.02613e+13  1.00007e+00  1.19451e+00 
24000.0  3.5  0.5  1.04917e+14  2.92500  3.58690e+13  1.00024e+00  1.18531e+00 
25000.0  3.5  0.5  1.23526e+14  2.92609  4.22155e+13  1.00037e+00  1.17694e+00 
26000.0  3.5  0.5  1.44508e+14  2.92741  4.93639e+13  1.00045e+00  1.16933e+00 
27000.0  3.5  0.5  1.68056e+14  2.92873  5.73820e+13  1.00045e+00  1.16243e+00 
28000.0  3.5  0.5  1.94371e+14  2.92989  6.63408e+13  1.00040e+00  1.15613e+00 
29000.0  3.5  0.5  2.23662e+14  2.93074  7.63158e+13  1.00029e+00  1.15036e+00 
30000.0  3.5  0.5  2.56144e+14  2.93128  8.73832e+13  1.00018e+00  1.14502e+00 
31000.0  3.5  0.5  2.92043e+14  2.93155  9.96207e+13  1.00009e+00  1.14004e+00 
4500.0  4.0 -1.0  4.10062e+10  1.57631  2.60141e+10  5.37705e-01  2.61131e-04 
4750.0  4.0 -1.0  5.09066e+10  2.00676  2.53676e+10  1.27307e+00  9.75148e-01 
5000.0  4.0 -1.0  6.25000e+10  2.40076  2.60334e+10  1.19634e+00  1.02625e+00 
5250.0  4.0 -1.0  7.59691e+10  2.62199  2.89738e+10  1.09215e+00  1.11295e+00 
5500.0  4.0 -1.0  9.15062e+10  2.73601  3.34451e+10  1.04349e+00  1.15432e+00 
5750.0  4.0 -1.0  1.09313e+11  2.79651  3.90890e+10  1.02211e+00  1.16875e+00 
6000.0  4.0 -1.0  1.29600e+11  2.82934  4.58057e+10  1.01174e+00  1.17183e+00 
6250.0  4.0 -1.0  1.52588e+11  2.84779  5.35812e+10  1.00652e+00  1.16975e+00 
6500.0  4.0 -1.0  1.78506e+11  2.85893  6.24381e+10  1.00391e+00  1.16530e+00 
6750.0  4.0 -1.0  2.07594e+11  2.86630  7.24258e+10  1.00258e+00  1.15996e+00 
7000.0  4.0 -1.0  2.40100e+11  2.87167  8.36099e+10  1.00187e+00  1.15442e+00 
7250.0  4.0 -1.0  2.76282e+11  2.87594  9.60666e+10  1.00149e+00  1.14899e+00 
7500.0  4.0 -1.0  3.16406e+11  2.87954  1.09881e+11  1.00125e+00  1.14380e+00 
7750.0  4.0 -1.0  3.60750e+11  2.88284  1.25137e+11  1.00115e+00  1.13884e+00 
8000.0  4.0 -1.0  4.09600e+11  2.88590  1.41931e+11  1.00106e+00  1.13421e+00 
8250.0  4.0 -1.0  4.63250e+11  2.88850  1.60377e+11  1.00090e+00  1.12996e+00 
8500.0  4.0 -1.0  5.22006e+11  2.89090  1.80569e+11  1.00083e+00  1.12590e+00 
8750.0  4.0 -1.0  5.86182e+11  2.89332  2.02598e+11  1.00084e+00  1.12200e+00 
9000.0  4.0 -1.0  6.56100e+11  2.89575  2.26573e+11  1.00084e+00  1.11834e+00 
9250.0  4.0 -1.0  7.32094e+11  2.89793  2.52627e+11  1.00075e+00  1.11499e+00 
9500.0  4.0 -1.0  8.14506e+11  2.90009  2.80856e+11  1.00075e+00  1.11174e+00 
9750.0  4.0 -1.0  9.03688e+11  2.90211  3.11390e+11  1.00070e+00  1.10872e+00 
10000.0  4.0 -1.0  1.00000e+12  2.90401  3.44351e+11  1.00065e+00  1.10585e+00 
10250.0  4.0 -1.0  1.10381e+12  2.90573  3.79875e+11  1.00059e+00  1.10316e+00 
10500.0  4.0 -1.0  1.21551e+12  2.90737  4.18078e+11  1.00056e+00  1.10057e+00 
10750.0  4.0 -1.0  1.33547e+12  2.90891  4.59096e+11  1.00053e+00  1.09811e+00 
11000.0  4.0 -1.0  1.46410e+12  2.91034  5.03068e+11  1.00049e+00  1.09578e+00 
11250.0  4.0 -1.0  1.60181e+12  2.91165  5.50137e+11  1.00045e+00  1.09356e+00 
11500.0  4.0 -1.0  1.74901e+12  2.91287  6.00441e+11  1.00042e+00  1.09144e+00 
11750.0  4.0 -1.0  1.90613e+12  2.91398  6.54131e+11  1.00038e+00  1.08942e+00 
12000.0  4.0 -1.0  2.07360e+12  2.91499  7.11358e+11  1.00035e+00  1.08748e+00 
12250.0  4.0 -1.0  2.25188e+12  2.91590  7.72275e+11  1.00031e+00  1.08563e+00 
12500.0  4.0 -1.0  2.44141e+12  2.91674  8.37033e+11  1.00029e+00  1.08385e+00 
12750.0  4.0 -1.0  2.64266e+12  2.91749  9.05798e+11  1.00026e+00  1.08215e+00 
13000.0  4.0 -1.0  2.85610e+12  2.91817  9.78730e+11  1.00023e+00  1.08052e+00 
14000.0  4.0 -1.0  3.84160e+12  2.92030  1.31548e+12  1.00073e+00  1.34407e+00 
15000.0  4.0 -1.0  5.06250e+12  2.92181  1.73266e+12  1.00052e+00  1.31713e+00 
16000.0  4.0 -1.0  6.55360e+12  2.92295  2.24212e+12  1.00039e+00  1.29403e+00 
17000.0  4.0 -1.0  8.35210e+12  2.92385  2.85654e+12  1.00031e+00  1.27404e+00 
18000.0  4.0 -1.0  1.04976e+13  2.92459  3.58943e+12  1.00025e+00  1.25656e+00 
19000.0  4.0 -1.0  1.30321e+13  2.92524  4.45505e+12  1.00022e+00  1.24116e+00 
20000.0  4.0 -1.0  1.60000e+13  2.92584  5.46852e+12  1.00021e+00  1.22749e+00 
21000.0  4.0 -1.0  1.94481e+13  2.92642  6.64570e+12  1.00020e+00  1.21527e+00 
22000.0  4.0 -1.0  2.34256e+13  2.92701  8.00325e+12  1.00020e+00  1.20428e+00 
23000.0  4.0 -1.0  2.79841e+13  2.92759  9.55875e+12  1.00020e+00  1.19436e+00 
24000.0  4.0 -1.0  3.31776e+13  2.92818  1.13305e+13  1.00020e+00  1.18535e+00 
25000.0  4.0 -1.0  3.90625e+13  2.92882  1.33373e+13  1.00022e+00  1.17712e+00 
26000.0  4.0 -1.0  4.56976e+13  2.92951  1.55991e+13  1.00024e+00  1.16958e+00 
27000.0  4.0 -1.0  5.31441e+13  2.93020  1.81367e+13  1.00024e+00  1.16268e+00 
28000.0  4.0 -1.0  6.14656e+13  2.93084  2.09720e+13  1.00022e+00  1.15633e+00 
29000.0  4.0 -1.0  7.07281e+13  2.93136  2.41281e+13  1.00018e+00  1.15049e+00 
30000.0  4.0 -1.0  8.10000e+13  2.93166  2.76294e+13  1.00010e+00  1.14511e+00 
31000.0  4.0 -1.0  9.23521e+13  2.93174  3.15008e+13  1.00003e+00  1.14012e+00 
32000.0  4.0 -1.0  1.04858e+14  2.93159  3.57682e+13  9.99949e-01  1.13547e+00 
33000.0  4.0 -1.0  1.18592e+14  2.93139  4.04559e+13  9.99932e-01  1.13106e+00 
34000.0  4.0 -1.0  1.33634e+14  2.93120  4.55901e+13  9.99935e-01  1.12691e+00 
35000.0  4.0 -1.0  1.50062e+14  2.93106  5.11973e+13  9.99952e-01  1.12299e+00 
36000.0  4.0 -1.0  1.67962e+14  2.93099  5.73054e+13  9.99976e-01  1.11930e+00 
37000.0  4.0 -1.0  1.87416e+14  2.93100  6.39427e+13  1.00000e+00  1.11582e+00 
38000.0  4.0 -1.0  2.08514e+14  2.93109  7.11386e+13  1.00003e+00  1.11254e+00 
39000.0  4.0 -1.0  2.31344e+14  2.93121  7.89244e+13  1.00004e+00  1.10945e+00 
4500.0  4.0 -2.0  4.10062e+10  2.16147  1.89715e+10  7.37399e-01  2.40375e-04 
4750.0  4.0 -2.0  5.09066e+10  2.45434  2.07415e+10  1.13550e+00  1.09330e+00 
5000.0  4.0 -2.0  6.25000e+10  2.62592  2.38012e+10  1.06991e+00  1.14752e+00 
5250.0  4.0 -2.0  7.59691e+10  2.72397  2.78891e+10  1.03734e+00  1.17175e+00 
5500.0  4.0 -2.0  9.15062e+10  2.77913  3.29262e+10  1.02025e+00  1.18061e+00 
5750.0  4.0 -2.0  1.09313e+11  2.81081  3.88902e+10  1.01140e+00  1.18113e+00 
6000.0  4.0 -2.0  1.29600e+11  2.83045  4.57878e+10  1.00699e+00  1.17736e+00 
6250.0  4.0 -2.0  1.52588e+11  2.84346  5.36628e+10  1.00460e+00  1.17199e+00 
6500.0  4.0 -2.0  1.78506e+11  2.85284  6.25714e+10  1.00330e+00  1.16601e+00 
6750.0  4.0 -2.0  2.07594e+11  2.86000  7.25854e+10  1.00251e+00  1.16004e+00 
7000.0  4.0 -2.0  2.40100e+11  2.86578  8.37817e+10  1.00202e+00  1.15425e+00 
7250.0  4.0 -2.0  2.76282e+11  2.87066  9.62432e+10  1.00170e+00  1.14874e+00 
7500.0  4.0 -2.0  3.16406e+11  2.87493  1.10057e+11  1.00149e+00  1.14353e+00 
7750.0  4.0 -2.0  3.60750e+11  2.87873  1.25316e+11  1.00132e+00  1.13864e+00 
8000.0  4.0 -2.0  4.09600e+11  2.88228  1.42110e+11  1.00123e+00  1.13401e+00 
8250.0  4.0 -2.0  4.63250e+11  2.88542  1.60549e+11  1.00109e+00  1.12975e+00 
8500.0  4.0 -2.0  5.22006e+11  2.88805  1.80747e+11  1.00091e+00  1.12581e+00 
8750.0  4.0 -2.0  5.86182e+11  2.89054  2.02793e+11  1.00086e+00  1.12197e+00 
9000.0  4.0 -2.0  6.56100e+11  2.89297  2.26791e+11  1.00084e+00  1.11834e+00 
9250.0  4.0 -2.0  7.32094e+11  2.89517  2.52867e+11  1.00076e+00  1.11498e+00 
9500.0  4.0 -2.0  8.14506e+11  2.89723  2.81133e+11  1.00071e+00  1.11178e+00 
9750.0  4.0 -2.0  9.03688e+11  2.89923  3.11699e+11  1.00069e+00  1.10873e+00 
10000.0  4.0 -2.0  1.00000e+12  2.90114  3.44692e+11  1.00066e+00  1.10585e+00 
10250.0  4.0 -2.0  1.10381e+12  2.90291  3.80244e+11  1.00061e+00  1.10314e+00 
10500.0  4.0 -2.0  1.21551e+12  2.90456  4.18482e+11  1.00057e+00  1.10056e+00 
10750.0  4.0 -2.0  1.33547e+12  2.90607  4.59545e+11  1.00052e+00  1.09812e+00 
11000.0  4.0 -2.0  1.46410e+12  2.90747  5.03565e+11  1.00048e+00  1.09579e+00 
11250.0  4.0 -2.0  1.60181e+12  2.90878  5.50680e+11  1.00045e+00  1.09356e+00 
11500.0  4.0 -2.0  1.74901e+12  2.90997  6.01039e+11  1.00041e+00  1.09145e+00 
11750.0  4.0 -2.0  1.90613e+12  2.91107  6.54785e+11  1.00038e+00  1.08942e+00 
12000.0  4.0 -2.0  2.07360e+12  2.91210  7.12063e+11  1.00035e+00  1.08748e+00 
12250.0  4.0 -2.0  2.25188e+12  2.91304  7.73033e+11  1.00032e+00  1.08562e+00 
12500.0  4.0 -2.0  2.44141e+12  2.91392  8.37843e+11  1.00030e+00  1.08384e+00 
12750.0  4.0 -2.0  2.64266e+12  2.91474  9.06653e+11  1.00028e+00  1.08213e+00 
13000.0  4.0 -2.0  2.85610e+12  2.91550  9.79626e+11  1.00026e+00  1.08049e+00 
14000.0  4.0 -2.0  3.84160e+12  2.91804  1.31650e+12  1.00087e+00  1.34388e+00 
15000.0  4.0 -2.0  5.06250e+12  2.92002  1.73372e+12  1.00068e+00  1.31692e+00 
16000.0  4.0 -2.0  6.55360e+12  2.92161  2.24315e+12  1.00054e+00  1.29383e+00 
17000.0  4.0 -2.0  8.35210e+12  2.92293  2.85744e+12  1.00045e+00  1.27385e+00 
18000.0  4.0 -2.0  1.04976e+13  2.92408  3.59005e+12  1.00039e+00  1.25639e+00 
19000.0  4.0 -2.0  1.30321e+13  2.92510  4.45527e+12  1.00035e+00  1.24100e+00 
20000.0  4.0 -2.0  1.60000e+13  2.92603  5.46816e+12  1.00032e+00  1.22735e+00 
21000.0  4.0 -2.0  1.94481e+13  2.92691  6.64458e+12  1.00030e+00  1.21514e+00 
22000.0  4.0 -2.0  2.34256e+13  2.92777  8.00117e+12  1.00029e+00  1.20416e+00 
23000.0  4.0 -2.0  2.79841e+13  2.92860  9.55545e+12  1.00028e+00  1.19426e+00 
24000.0  4.0 -2.0  3.31776e+13  2.92938  1.13258e+13  1.00027e+00  1.18527e+00 
25000.0  4.0 -2.0  3.90625e+13  2.93011  1.33314e+13  1.00025e+00  1.17708e+00 
26000.0  4.0 -2.0  4.56976e+13  2.93080  1.55922e+13  1.00024e+00  1.16958e+00 
27000.0  4.0 -2.0  5.31441e+13  2.93140  1.81293e+13  1.00020e+00  1.16271e+00 
28000.0  4.0 -2.0  6.14656e+13  2.93185  2.09648e+13  1.00015e+00  1.15641e+00 
29000.0  4.0 -2.0  7.07281e+13  2.93213  2.41217e+13  1.00010e+00  1.15058e+00 
30000.0  4.0 -2.0  8.10000e+13  2.93219  2.76244e+13  1.00002e+00  1.14521e+00 
31000.0  4.0 -2.0  9.23521e+13  2.93207  3.14972e+13  9.99959e-01  1.14020e+00 
32000.0  4.0 -2.0  1.04858e+14  2.93175  3.57662e+13  9.99891e-01  1.13554e+00 
33000.0  4.0 -2.0  1.18592e+14  2.93142  4.04555e+13  9.99887e-01  1.13111e+00 
34000.0  4.0 -2.0  1.33634e+14  2.93114  4.55910e+13  9.99904e-01  1.12694e+00 
35000.0  4.0 -2.0  1.50062e+14  2.93095  5.11993e+13  9.99935e-01  1.12301e+00 
36000.0  4.0 -2.0  1.67962e+14  2.93084  5.73083e+13  9.99962e-01  1.11932e+00 
37000.0  4.0 -2.0  1.87416e+14  2.93083  6.39464e+13  9.99997e-01  1.11583e+00 
38000.0  4.0 -2.0  2.08514e+14  2.93091  7.11430e+13  1.00003e+00  1.11254e+00 
39000.0  4.0 -2.0  2.31344e+14  2.93104  7.89290e+13  1.00004e+00  1.10944e+00 
4500.0  4.0  0.0  4.10062e+10  1.28563  3.18958e+10  4.38626e-01  4.04108e-04 
4750.0  4.0  0.0  5.09066e+10  1.41475  3.59828e+10  1.10043e+00  1.12813e+00 
5000.0  4.0  0.0  6.25000e+10  1.61915  3.86005e+10  1.14448e+00  1.07275e+00 
5250.0  4.0  0.0  7.59691e+10  1.92953  3.93718e+10  1.19169e+00  1.01998e+00 
5500.0  4.0  0.0  9.15062e+10  2.27675  4.01916e+10  1.17995e+00  1.02082e+00 
5750.0  4.0  0.0  1.09313e+11  2.53802  4.30701e+10  1.11476e+00  1.07162e+00 
6000.0  4.0  0.0  1.29600e+11  2.69042  4.81709e+10  1.06005e+00  1.11843e+00 
6250.0  4.0  0.0  1.52588e+11  2.77493  5.49880e+10  1.03141e+00  1.14152e+00 
6500.0  4.0  0.0  1.78506e+11  2.82269  6.32398e+10  1.01721e+00  1.15006e+00 
6750.0  4.0  0.0  2.07594e+11  2.85032  7.28319e+10  1.00979e+00  1.15168e+00 
7000.0  4.0  0.0  2.40100e+11  2.86700  8.37461e+10  1.00585e+00  1.14985e+00 
7250.0  4.0  0.0  2.76282e+11  2.87763  9.60101e+10  1.00371e+00  1.14644e+00 
7500.0  4.0  0.0  3.16406e+11  2.88483  1.09679e+11  1.00250e+00  1.14237e+00 
7750.0  4.0  0.0  3.60750e+11  2.89003  1.24826e+11  1.00180e+00  1.13810e+00 
8000.0  4.0  0.0  4.09600e+11  2.89395  1.41537e+11  1.00136e+00  1.13387e+00 
8250.0  4.0  0.0  4.63250e+11  2.89696  1.59909e+11  1.00104e+00  1.12981e+00 
8500.0  4.0  0.0  5.22006e+11  2.89933  1.80044e+11  1.00082e+00  1.12591e+00 
8750.0  4.0  0.0  5.86182e+11  2.90131  2.02040e+11  1.00068e+00  1.12217e+00 
9000.0  4.0  0.0  6.56100e+11  2.90315  2.25996e+11  1.00063e+00  1.11857e+00 
9250.0  4.0  0.0  7.32094e+11  2.90515  2.51999e+11  1.00069e+00  1.11506e+00 
9500.0  4.0  0.0  8.14506e+11  2.90729  2.80160e+11  1.00074e+00  1.11175e+00 
9750.0  4.0  0.0  9.03688e+11  2.90940  3.10610e+11  1.00073e+00  1.10869e+00 
10000.0  4.0  0.0  1.00000e+12  2.91143  3.43474e+11  1.00070e+00  1.10581e+00 
10250.0  4.0  0.0  1.10381e+12  2.91326  3.78893e+11  1.00063e+00  1.10312e+00 
10500.0  4.0  0.0  1.21551e+12  2.91501  4.16982e+11  1.00060e+00  1.10053e+00 
10750.0  4.0  0.0  1.33547e+12  2.91663  4.57881e+11  1.00056e+00  1.09808e+00 
11000.0  4.0  0.0  1.46410e+12  2.91809  5.01732e+11  1.00050e+00  1.09577e+00 
11250.0  4.0  0.0  1.60181e+12  2.91942  5.48673e+11  1.00046e+00  1.09356e+00 
11500.0  4.0  0.0  1.74901e+12  2.92060  5.98852e+11  1.00040e+00  1.09145e+00 
11750.0  4.0  0.0  1.90613e+12  2.92165  6.52414e+11  1.00036e+00  1.08944e+00 
12000.0  4.0  0.0  2.07360e+12  2.92254  7.09520e+11  1.00030e+00  1.08753e+00 
12250.0  4.0  0.0  2.25188e+12  2.92330  7.70320e+11  1.00026e+00  1.08569e+00 
12500.0  4.0  0.0  2.44141e+12  2.92393  8.34974e+11  1.00022e+00  1.08393e+00 
12750.0  4.0  0.0  2.64266e+12  2.92444  9.03645e+11  1.00017e+00  1.08224e+00 
13000.0  4.0  0.0  2.85610e+12  2.92486  9.76491e+11  1.00014e+00  1.08061e+00 
14000.0  4.0  0.0  3.84160e+12  2.92579  1.31301e+12  1.00032e+00  1.34462e+00 
15000.0  4.0  0.0  5.06250e+12  2.92612  1.73011e+12  1.00011e+00  1.31766e+00 
16000.0  4.0  0.0  6.55360e+12  2.92626  2.23958e+12  1.00005e+00  1.29448e+00 
17000.0  4.0  0.0  8.35210e+12  2.92633  2.85412e+12  1.00002e+00  1.27440e+00 
18000.0  4.0  0.0  1.04976e+13  2.92636  3.58726e+12  1.00001e+00  1.25687e+00 
19000.0  4.0  0.0  1.30321e+13  2.92634  4.45338e+12  9.99993e-01  1.24144e+00 
20000.0  4.0  0.0  1.60000e+13  2.92632  5.46762e+12  9.99993e-01  1.22775e+00 
21000.0  4.0  0.0  1.94481e+13  2.92630  6.64597e+12  9.99993e-01  1.21551e+00 
22000.0  4.0  0.0  2.34256e+13  2.92635  8.00506e+12  1.00002e+00  1.20450e+00 
23000.0  4.0  0.0  2.79841e+13  2.92648  9.56238e+12  1.00004e+00  1.19454e+00 
24000.0  4.0  0.0  3.31776e+13  2.92676  1.13359e+13  1.00010e+00  1.18547e+00 
25000.0  4.0  0.0  3.90625e+13  2.92726  1.33444e+13  1.00017e+00  1.17717e+00 
26000.0  4.0  0.0  4.56976e+13  2.92796  1.56073e+13  1.00024e+00  1.16958e+00 
27000.0  4.0  0.0  5.31441e+13  2.92884  1.81451e+13  1.00030e+00  1.16260e+00 
28000.0  4.0  0.0  6.14656e+13  2.92974  2.09799e+13  1.00031e+00  1.15623e+00 
29000.0  4.0  0.0  7.07281e+13  2.93055  2.41348e+13  1.00028e+00  1.15038e+00 
30000.0  4.0  0.0  8.10000e+13  2.93117  2.76340e+13  1.00021e+00  1.14499e+00 
31000.0  4.0  0.0  9.23521e+13  2.93156  3.15027e+13  1.00013e+00  1.14000e+00 
32000.0  4.0  0.0  1.04858e+14  2.93173  3.57665e+13  1.00006e+00  1.13535e+00 
33000.0  4.0  0.0  1.18592e+14  2.93179  4.04504e+13  1.00002e+00  1.13096e+00 
34000.0  4.0  0.0  1.33634e+14  2.93179  4.55809e+13  1.00000e+00  1.12683e+00 
35000.0  4.0  0.0  1.50062e+14  2.93180  5.11844e+13  1.00000e+00  1.12294e+00 
36000.0  4.0  0.0  1.67962e+14  2.93182  5.72892e+13  1.00001e+00  1.11927e+00 
37000.0  4.0  0.0  1.87416e+14  2.93185  6.39242e+13  1.00001e+00  1.11582e+00 
38000.0  4.0  0.0  2.08514e+14  2.93192  7.11184e+13  1.00002e+00  1.11254e+00 
39000.0  4.0  0.0  2.31344e+14  2.93202  7.89026e+13  1.00003e+00  1.10945e+00 
4500.0  4.0  0.5  4.10062e+10  1.24384  3.29675e+10  4.24226e-01  4.17825e-04 
4750.0  4.0  0.5  5.09066e+10  1.30434  3.90287e+10  1.04864e+00  1.18385e+00 
5000.0  4.0  0.5  6.25000e+10  1.41523  4.41624e+10  1.08502e+00  1.13154e+00 
5250.0  4.0  0.5  7.59691e+10  1.61622  4.70042e+10  1.14202e+00  1.06435e+00 
5500.0  4.0  0.5  9.15062e+10  1.89022  4.84104e+10  1.16953e+00  1.02992e+00 
5750.0  4.0  0.5  1.09313e+11  2.16589  5.04702e+10  1.14584e+00  1.04255e+00 
6000.0  4.0  0.5  1.29600e+11  2.41269  5.37160e+10  1.11395e+00  1.06431e+00 
6250.0  4.0  0.5  1.52588e+11  2.59693  5.87570e+10  1.07636e+00  1.09385e+00 
6500.0  4.0  0.5  1.78506e+11  2.71560  6.57336e+10  1.04570e+00  1.11874e+00 
6750.0  4.0  0.5  2.07594e+11  2.78815  7.44559e+10  1.02672e+00  1.13269e+00 
7000.0  4.0  0.5  2.40100e+11  2.83242  8.47685e+10  1.01588e+00  1.13851e+00 
7250.0  4.0  0.5  2.76282e+11  2.85989  9.66057e+10  1.00970e+00  1.13964e+00 
7500.0  4.0  0.5  3.16406e+11  2.87730  1.09966e+11  1.00609e+00  1.13830e+00 
7750.0  4.0  0.5  3.60750e+11  2.88878  1.24880e+11  1.00399e+00  1.13562e+00 
8000.0  4.0  0.5  4.09600e+11  2.89666  1.41404e+11  1.00273e+00  1.13232e+00 
8250.0  4.0  0.5  4.63250e+11  2.90242  1.59608e+11  1.00199e+00  1.12874e+00 
8500.0  4.0  0.5  5.22006e+11  2.90606  1.79627e+11  1.00125e+00  1.12542e+00 
8750.0  4.0  0.5  5.86182e+11  2.90882  2.01519e+11  1.00095e+00  1.12187e+00 
9000.0  4.0  0.5  6.56100e+11  2.91079  2.25403e+11  1.00068e+00  1.11852e+00 
9250.0  4.0  0.5  7.32094e+11  2.91247  2.51365e+11  1.00058e+00  1.11518e+00 
9500.0  4.0  0.5  8.14506e+11  2.91418  2.79498e+11  1.00059e+00  1.11192e+00 
9750.0  4.0  0.5  9.03688e+11  2.91606  3.09900e+11  1.00065e+00  1.10878e+00 
10000.0  4.0  0.5  1.00000e+12  2.91799  3.42702e+11  1.00066e+00  1.10584e+00 
10250.0  4.0  0.5  1.10381e+12  2.91999  3.78019e+11  1.00069e+00  1.10306e+00 
10500.0  4.0  0.5  1.21551e+12  2.92175  4.16020e+11  1.00060e+00  1.10053e+00 
10750.0  4.0  0.5  1.33547e+12  2.92337  4.56825e+11  1.00055e+00  1.09808e+00 
11000.0  4.0  0.5  1.46410e+12  2.92475  5.00590e+11  1.00047e+00  1.09580e+00 
11250.0  4.0  0.5  1.60181e+12  2.92609  5.47422e+11  1.00046e+00  1.09355e+00 
11500.0  4.0  0.5  1.74901e+12  2.92726  5.97489e+11  1.00040e+00  1.09146e+00 
11750.0  4.0  0.5  1.90613e+12  2.92827  6.50939e+11  1.00035e+00  1.08946e+00 
12000.0  4.0  0.5  2.07360e+12  2.92910  7.07931e+11  1.00028e+00  1.08755e+00 
12250.0  4.0  0.5  2.25188e+12  2.92978  7.68616e+11  1.00023e+00  1.08572e+00 
12500.0  4.0  0.5  2.44141e+12  2.93027  8.33168e+11  1.00017e+00  1.08398e+00 
12750.0  4.0  0.5  2.64266e+12  2.93066  9.01727e+11  1.00013e+00  1.08229e+00 
13000.0  4.0  0.5  2.85610e+12  2.93089  9.74482e+11  1.00008e+00  1.08068e+00 
14000.0  4.0  0.5  3.84160e+12  2.93109  1.31064e+12  1.00007e+00  1.34496e+00 
15000.0  4.0  0.5  5.06250e+12  2.93059  1.72747e+12  9.99829e-01  1.31804e+00 
16000.0  4.0  0.5  6.55360e+12  2.92981  2.23687e+12  9.99734e-01  1.29488e+00 
17000.0  4.0  0.5  8.35210e+12  2.92893  2.85159e+12  9.99700e-01  1.27481e+00 
18000.0  4.0  0.5  1.04976e+13  2.92805  3.58518e+12  9.99700e-01  1.25726e+00 
19000.0  4.0  0.5  1.30321e+13  2.92726  4.45198e+12  9.99730e-01  1.24177e+00 
20000.0  4.0  0.5  1.60000e+13  2.92662  5.46706e+12  9.99781e-01  1.22801e+00 
21000.0  4.0  0.5  1.94481e+13  2.92617  6.64626e+12  9.99846e-01  1.21569e+00 
22000.0  4.0  0.5  2.34256e+13  2.92591  8.00626e+12  9.99911e-01  1.20463e+00 
23000.0  4.0  0.5  2.79841e+13  2.92587  9.56437e+12  9.99986e-01  1.19461e+00 
24000.0  4.0  0.5  3.31776e+13  2.92609  1.13385e+13  1.00008e+00  1.18550e+00 
25000.0  4.0  0.5  3.90625e+13  2.92663  1.33473e+13  1.00018e+00  1.17716e+00 
26000.0  4.0  0.5  4.56976e+13  2.92751  1.56097e+13  1.00030e+00  1.16951e+00 
27000.0  4.0  0.5  5.31441e+13  2.92859  1.81467e+13  1.00037e+00  1.16252e+00 
28000.0  4.0  0.5  6.14656e+13  2.92972  2.09800e+13  1.00039e+00  1.15614e+00 
29000.0  4.0  0.5  7.07281e+13  2.93077  2.41329e+13  1.00036e+00  1.15028e+00 
30000.0  4.0  0.5  8.10000e+13  2.93163  2.76297e+13  1.00029e+00  1.14489e+00 
31000.0  4.0  0.5  9.23521e+13  2.93224  3.14954e+13  1.00021e+00  1.13991e+00 
32000.0  4.0  0.5  1.04858e+14  2.93265  3.57552e+13  1.00014e+00  1.13525e+00 
33000.0  4.0  0.5  1.18592e+14  2.93288  4.04354e+13  1.00008e+00  1.13089e+00 
34000.0  4.0  0.5  1.33634e+14  2.93302  4.55618e+13  1.00005e+00  1.12678e+00 
35000.0  4.0  0.5  1.50062e+14  2.93309  5.11619e+13  1.00002e+00  1.12291e+00 
36000.0  4.0  0.5  1.67962e+14  2.93313  5.72636e+13  1.00001e+00  1.11926e+00 
37000.0  4.0  0.5  1.87416e+14  2.93314  6.38961e+13  1.00000e+00  1.11582e+00 
38000.0  4.0  0.5  2.08514e+14  2.93316  7.10884e+13  1.00001e+00  1.11256e+00 
39000.0  4.0  0.5  2.31344e+14  2.93319  7.88712e+13  1.00001e+00  1.10948e+00 
4500.0  4.5 -1.0  1.29673e+10  1.58483  8.18215e+09  5.40309e-01  1.03741e-04 
4750.0  4.5 -1.0  1.60981e+10  2.00355  8.03478e+09  1.26420e+00  9.81990e-01 
5000.0  4.5 -1.0  1.97642e+10  2.39812  8.24155e+09  1.19694e+00  1.02573e+00 
5250.0  4.5 -1.0  2.40236e+10  2.61853  9.17444e+09  1.09191e+00  1.11319e+00 
5500.0  4.5 -1.0  2.89368e+10  2.73335  1.05866e+10  1.04385e+00  1.15392e+00 
5750.0  4.5 -1.0  3.45678e+10  2.79531  1.23663e+10  1.02267e+00  1.16812e+00 
6000.0  4.5 -1.0  4.09831e+10  2.82968  1.44833e+10  1.01230e+00  1.17119e+00 
