Teff log(g) logZ  L=Teff^4/g   A218     L/A218  A218(i)/A218(i-1) L/A218(i)/L/A218(i-1) 
6250.0  4.5 -1.0  4.82525e+10  2.84904  1.69364e+10  1.00684e+00  1.16938e+00 
6500.0  4.5 -1.0  5.64486e+10  2.86066  1.97327e+10  1.00408e+00  1.16511e+00 
6750.0  4.5 -1.0  6.56470e+10  2.86823  2.28876e+10  1.00265e+00  1.15988e+00 
7000.0  4.5 -1.0  7.59263e+10  2.87363  2.64217e+10  1.00188e+00  1.15441e+00 
7250.0  4.5 -1.0  8.73679e+10  2.87787  3.03585e+10  1.00148e+00  1.14900e+00 
7500.0  4.5 -1.0  1.00056e+11  2.88140  3.47249e+10  1.00123e+00  1.14383e+00 
7750.0  4.5 -1.0  1.14079e+11  2.88462  3.95474e+10  1.00112e+00  1.13888e+00 
8000.0  4.5 -1.0  1.29527e+11  2.88763  4.48558e+10  1.00104e+00  1.13423e+00 
8250.0  4.5 -1.0  1.46493e+11  2.89054  5.06800e+10  1.00101e+00  1.12984e+00 
8500.0  4.5 -1.0  1.65073e+11  2.89323  5.70549e+10  1.00093e+00  1.12579e+00 
8750.0  4.5 -1.0  1.85367e+11  2.89576  6.40132e+10  1.00087e+00  1.12196e+00 
9000.0  4.5 -1.0  2.07477e+11  2.89789  7.15959e+10  1.00074e+00  1.11845e+00 
9250.0  4.5 -1.0  2.31508e+11  2.89980  7.98360e+10  1.00066e+00  1.11509e+00 
9500.0  4.5 -1.0  2.57569e+11  2.90157  8.87690e+10  1.00061e+00  1.11189e+00 
9750.0  4.5 -1.0  2.85771e+11  2.90328  9.84305e+10  1.00059e+00  1.10884e+00 
10000.0  4.5 -1.0  3.16228e+11  2.90489  1.08860e+11  1.00055e+00  1.10596e+00 
10250.0  4.5 -1.0  3.49056e+11  2.90635  1.20101e+11  1.00050e+00  1.10326e+00 
10500.0  4.5 -1.0  3.84377e+11  2.90780  1.32188e+11  1.00050e+00  1.10064e+00 
10750.0  4.5 -1.0  4.22312e+11  2.90914  1.45167e+11  1.00046e+00  1.09819e+00 
11000.0  4.5 -1.0  4.62989e+11  2.91046  1.59078e+11  1.00045e+00  1.09582e+00 
11250.0  4.5 -1.0  5.06536e+11  2.91167  1.73967e+11  1.00042e+00  1.09360e+00 
11500.0  4.5 -1.0  5.53084e+11  2.91284  1.89878e+11  1.00040e+00  1.09146e+00 
11750.0  4.5 -1.0  6.02770e+11  2.91392  2.06859e+11  1.00037e+00  1.08943e+00 
12000.0  4.5 -1.0  6.55730e+11  2.91491  2.24957e+11  1.00034e+00  1.08749e+00 
12250.0  4.5 -1.0  7.12106e+11  2.91584  2.44220e+11  1.00032e+00  1.08563e+00 
12500.0  4.5 -1.0  7.72040e+11  2.91669  2.64697e+11  1.00029e+00  1.08385e+00 
12750.0  4.5 -1.0  8.35681e+11  2.91747  2.86440e+11  1.00027e+00  1.08214e+00 
13000.0  4.5 -1.0  9.03178e+11  2.91819  3.09499e+11  1.00025e+00  1.08050e+00 
14000.0  4.5 -1.0  1.21482e+12  2.92050  4.15963e+11  1.00079e+00  1.34399e+00 
15000.0  4.5 -1.0  1.60090e+12  2.92217  5.47847e+11  1.00057e+00  1.31706e+00 
16000.0  4.5 -1.0  2.07243e+12  2.92342  7.08906e+11  1.00043e+00  1.29398e+00 
17000.0  4.5 -1.0  2.64117e+12  2.92440  9.03148e+11  1.00034e+00  1.27400e+00 
18000.0  4.5 -1.0  3.31963e+12  2.92521  1.13484e+12  1.00028e+00  1.25653e+00 
19000.0  4.5 -1.0  4.12111e+12  2.92590  1.40849e+12  1.00024e+00  1.24114e+00 
20000.0  4.5 -1.0  5.05964e+12  2.92652  1.72889e+12  1.00021e+00  1.22748e+00 
21000.0  4.5 -1.0  6.15003e+12  2.92712  2.10105e+12  1.00021e+00  1.21526e+00 
22000.0  4.5 -1.0  7.40783e+12  2.92769  2.53026e+12  1.00019e+00  1.20428e+00 
23000.0  4.5 -1.0  8.84935e+12  2.92827  3.02204e+12  1.00020e+00  1.19436e+00 
24000.0  4.5 -1.0  1.04917e+13  2.92885  3.58218e+12  1.00020e+00  1.18535e+00 
25000.0  4.5 -1.0  1.23526e+13  2.92944  4.21673e+12  1.00020e+00  1.17714e+00 
26000.0  4.5 -1.0  1.44508e+13  2.93003  4.93198e+12  1.00020e+00  1.16962e+00 
27000.0  4.5 -1.0  1.68056e+13  2.93066  5.73442e+12  1.00022e+00  1.16270e+00 
28000.0  4.5 -1.0  1.94371e+13  2.93128  6.63094e+12  1.00021e+00  1.15634e+00 
29000.0  4.5 -1.0  2.23662e+13  2.93185  7.62869e+12  1.00019e+00  1.15047e+00 
30000.0  4.5 -1.0  2.56144e+13  2.93228  8.73534e+12  1.00015e+00  1.14506e+00 
31000.0  4.5 -1.0  2.92043e+13  2.93255  9.95867e+12  1.00009e+00  1.14004e+00 
32000.0  4.5 -1.0  3.31589e+13  2.93262  1.13069e+13  1.00002e+00  1.13538e+00 
33000.0  4.5 -1.0  3.75021e+13  2.93246  1.27886e+13  9.99945e-01  1.13104e+00 
34000.0  4.5 -1.0  4.22587e+13  2.93221  1.44119e+13  9.99915e-01  1.12693e+00 
35000.0  4.5 -1.0  4.74539e+13  2.93195  1.61851e+13  9.99911e-01  1.12304e+00 
36000.0  4.5 -1.0  5.31141e+13  2.93170  1.81172e+13  9.99915e-01  1.11937e+00 
37000.0  4.5 -1.0  5.92662e+13  2.93150  2.02170e+13  9.99932e-01  1.11590e+00 
38000.0  4.5 -1.0  6.59378e+13  2.93140  2.24936e+13  9.99966e-01  1.11261e+00 
39000.0  4.5 -1.0  7.31574e+13  2.93137  2.49567e+13  9.99990e-01  1.10950e+00 
40000.0  4.5 -1.0  8.09543e+13  2.93139  2.76164e+13  1.00001e+00  1.10657e+00 
41000.0  4.5 -1.0  8.93584e+13  2.93148  3.04824e+13  1.00003e+00  1.10378e+00 
42000.0  4.5 -1.0  9.84005e+13  2.93158  3.35657e+13  1.00003e+00  1.10115e+00 
43000.0  4.5 -1.0  1.08112e+14  2.93171  3.68768e+13  1.00004e+00  1.09865e+00 
44000.0  4.5 -1.0  1.18525e+14  2.93187  4.04265e+13  1.00005e+00  1.09626e+00 
45000.0  4.5 -1.0  1.29673e+14  2.93203  4.42264e+13  1.00005e+00  1.09400e+00 
46000.0  4.5 -1.0  1.41590e+14  2.93220  4.82878e+13  1.00006e+00  1.09183e+00 
47000.0  4.5 -1.0  1.54309e+14  2.93240  5.26221e+13  1.00007e+00  1.08976e+00 
48000.0  4.5 -1.0  1.67867e+14  2.93257  5.72422e+13  1.00006e+00  1.08780e+00 
49000.0  4.5 -1.0  1.82299e+14  2.93275  6.21598e+13  1.00006e+00  1.08591e+00 
4500.0  4.5 -2.0  1.29673e+10  2.19737  5.90129e+09  7.49252e-01  9.49375e-05 
4750.0  4.5 -2.0  1.60981e+10  2.47110  6.51455e+09  1.12457e+00  1.10392e+00 
5000.0  4.5 -2.0  1.97642e+10  2.63430  7.50265e+09  1.06604e+00  1.15168e+00 
5250.0  4.5 -2.0  2.40236e+10  2.72619  8.81213e+09  1.03488e+00  1.17454e+00 
5500.0  4.5 -2.0  2.89368e+10  2.77941  1.04111e+10  1.01952e+00  1.18145e+00 
5750.0  4.5 -2.0  3.45678e+10  2.81077  1.22983e+10  1.01128e+00  1.18127e+00 
6000.0  4.5 -2.0  4.09831e+10  2.83061  1.44785e+10  1.00706e+00  1.17728e+00 
6250.0  4.5 -2.0  4.82525e+10  2.84399  1.69665e+10  1.00473e+00  1.17184e+00 
6500.0  4.5 -2.0  5.64486e+10  2.85355  1.97819e+10  1.00336e+00  1.16594e+00 
6750.0  4.5 -2.0  6.56470e+10  2.86087  2.29465e+10  1.00257e+00  1.15998e+00 
7000.0  4.5 -2.0  7.59263e+10  2.86679  2.64848e+10  1.00207e+00  1.15420e+00 
7250.0  4.5 -2.0  8.73679e+10  2.87180  3.04227e+10  1.00175e+00  1.14869e+00 
7500.0  4.5 -2.0  1.00056e+11  2.87616  3.47882e+10  1.00152e+00  1.14349e+00 
7750.0  4.5 -2.0  1.14079e+11  2.88008  3.96098e+10  1.00136e+00  1.13860e+00 
8000.0  4.5 -2.0  1.29527e+11  2.88367  4.49174e+10  1.00125e+00  1.13400e+00 
8250.0  4.5 -2.0  1.46493e+11  2.88706  5.07411e+10  1.00118e+00  1.12965e+00 
8500.0  4.5 -2.0  1.65073e+11  2.89012  5.71163e+10  1.00106e+00  1.12564e+00 
8750.0  4.5 -2.0  1.85367e+11  2.89289  6.40767e+10  1.00096e+00  1.12186e+00 
9000.0  4.5 -2.0  2.07477e+11  2.89522  7.16619e+10  1.00081e+00  1.11838e+00 
9250.0  4.5 -2.0  2.31508e+11  2.89717  7.99085e+10  1.00067e+00  1.11508e+00 
9500.0  4.5 -2.0  2.57569e+11  2.89898  8.88483e+10  1.00062e+00  1.11188e+00 
9750.0  4.5 -2.0  2.85771e+11  2.90065  9.85197e+10  1.00058e+00  1.10885e+00 
10000.0  4.5 -2.0  3.16228e+11  2.90227  1.08959e+11  1.00056e+00  1.10596e+00 
10250.0  4.5 -2.0  3.49056e+11  2.90378  1.20208e+11  1.00052e+00  1.10324e+00 
10500.0  4.5 -2.0  3.84377e+11  2.90523  1.32305e+11  1.00050e+00  1.10064e+00 
10750.0  4.5 -2.0  4.22312e+11  2.90658  1.45295e+11  1.00046e+00  1.09818e+00 
11000.0  4.5 -2.0  4.62989e+11  2.90788  1.59219e+11  1.00045e+00  1.09583e+00 
11250.0  4.5 -2.0  5.06536e+11  2.90910  1.74121e+11  1.00042e+00  1.09360e+00 
11500.0  4.5 -2.0  5.53084e+11  2.91023  1.90048e+11  1.00039e+00  1.09147e+00 
11750.0  4.5 -2.0  6.02770e+11  2.91129  2.07046e+11  1.00036e+00  1.08944e+00 
12000.0  4.5 -2.0  6.55730e+11  2.91229  2.25160e+11  1.00034e+00  1.08749e+00 
12250.0  4.5 -2.0  7.12106e+11  2.91321  2.44440e+11  1.00032e+00  1.08563e+00 
12500.0  4.5 -2.0  7.72040e+11  2.91408  2.64935e+11  1.00030e+00  1.08384e+00 
12750.0  4.5 -2.0  8.35681e+11  2.91487  2.86696e+11  1.00027e+00  1.08214e+00 
13000.0  4.5 -2.0  9.03178e+11  2.91564  3.09770e+11  1.00026e+00  1.08048e+00 
14000.0  4.5 -2.0  1.21482e+12  2.91820  4.16291e+11  1.00088e+00  1.34387e+00 
15000.0  4.5 -2.0  1.60090e+12  2.92023  5.48211e+11  1.00070e+00  1.31689e+00 
16000.0  4.5 -2.0  2.07243e+12  2.92185  7.09287e+11  1.00055e+00  1.29382e+00 
17000.0  4.5 -2.0  2.64117e+12  2.92323  9.03509e+11  1.00047e+00  1.27383e+00 
18000.0  4.5 -2.0  3.31963e+12  2.92440  1.13515e+12  1.00040e+00  1.25638e+00 
19000.0  4.5 -2.0  4.12111e+12  2.92544  1.40872e+12  1.00036e+00  1.24099e+00 
20000.0  4.5 -2.0  5.05964e+12  2.92638  1.72898e+12  1.00032e+00  1.22734e+00 
21000.0  4.5 -2.0  6.15003e+12  2.92727  2.10094e+12  1.00030e+00  1.21514e+00 
22000.0  4.5 -2.0  7.40783e+12  2.92811  2.52990e+12  1.00029e+00  1.20417e+00 
23000.0  4.5 -2.0  8.84935e+12  2.92892  3.02137e+12  1.00028e+00  1.19426e+00 
24000.0  4.5 -2.0  1.04917e+13  2.92969  3.58116e+12  1.00026e+00  1.18528e+00 
25000.0  4.5 -2.0  1.23526e+13  2.93042  4.21532e+12  1.00025e+00  1.17708e+00 
26000.0  4.5 -2.0  1.44508e+13  2.93112  4.93015e+12  1.00024e+00  1.16958e+00 
27000.0  4.5 -2.0  1.68056e+13  2.93175  5.73229e+12  1.00021e+00  1.16270e+00 
28000.0  4.5 -2.0  1.94371e+13  2.93229  6.62865e+12  1.00018e+00  1.15637e+00 
29000.0  4.5 -2.0  2.23662e+13  2.93272  7.62643e+12  1.00015e+00  1.15053e+00 
30000.0  4.5 -2.0  2.56144e+13  2.93298  8.73325e+12  1.00009e+00  1.14513e+00 
31000.0  4.5 -2.0  2.92043e+13  2.93306  9.95694e+12  1.00003e+00  1.14012e+00 
32000.0  4.5 -2.0  3.31589e+13  2.93295  1.13056e+13  9.99962e-01  1.13545e+00 
33000.0  4.5 -2.0  3.75021e+13  2.93267  1.27877e+13  9.99905e-01  1.13109e+00 
34000.0  4.5 -2.0  4.22587e+13  2.93230  1.44114e+13  9.99874e-01  1.12698e+00 
35000.0  4.5 -2.0  4.74539e+13  2.93195  1.61851e+13  9.99881e-01  1.12307e+00 
36000.0  4.5 -2.0  5.31141e+13  2.93163  1.81176e+13  9.99891e-01  1.11940e+00 
37000.0  4.5 -2.0  5.92662e+13  2.93140  2.02177e+13  9.99922e-01  1.11591e+00 
38000.0  4.5 -2.0  6.59378e+13  2.93127  2.24946e+13  9.99956e-01  1.11262e+00 
39000.0  4.5 -2.0  7.31574e+13  2.93122  2.49580e+13  9.99983e-01  1.10951e+00 
40000.0  4.5 -2.0  8.09543e+13  2.93124  2.76178e+13  1.00001e+00  1.10657e+00 
41000.0  4.5 -2.0  8.93584e+13  2.93132  3.04840e+13  1.00003e+00  1.10378e+00 
42000.0  4.5 -2.0  9.84005e+13  2.93142  3.35675e+13  1.00003e+00  1.10115e+00 
43000.0  4.5 -2.0  1.08112e+14  2.93156  3.68787e+13  1.00005e+00  1.09864e+00 
44000.0  4.5 -2.0  1.18525e+14  2.93170  4.04288e+13  1.00005e+00  1.09627e+00 
45000.0  4.5 -2.0  1.29673e+14  2.93185  4.42291e+13  1.00005e+00  1.09400e+00 
46000.0  4.5 -2.0  1.41590e+14  2.93202  4.82908e+13  1.00006e+00  1.09183e+00 
47000.0  4.5 -2.0  1.54309e+14  2.93217  5.26262e+13  1.00005e+00  1.08978e+00 
48000.0  4.5 -2.0  1.67867e+14  2.93234  5.72467e+13  1.00006e+00  1.08780e+00 
49000.0  4.5 -2.0  1.82299e+14  2.93251  6.21648e+13  1.00006e+00  1.08591e+00 
4500.0  4.5  0.0  1.29673e+10  1.29432  1.00186e+10  4.41369e-01  1.61162e-04 
4750.0  4.5  0.0  1.60981e+10  1.42657  1.12845e+10  1.10218e+00  1.12635e+00 
5000.0  4.5  0.0  1.97642e+10  1.63289  1.21038e+10  1.14463e+00  1.07261e+00 
5250.0  4.5  0.0  2.40236e+10  1.94128  1.23751e+10  1.18886e+00  1.02241e+00 
5500.0  4.5  0.0  2.89368e+10  2.27999  1.26916e+10  1.17448e+00  1.02558e+00 
5750.0  4.5  0.0  3.45678e+10  2.53876  1.36160e+10  1.11350e+00  1.07283e+00 
6000.0  4.5  0.0  4.09831e+10  2.69181  1.52251e+10  1.06029e+00  1.11818e+00 
6250.0  4.5  0.0  4.82525e+10  2.77688  1.73765e+10  1.03160e+00  1.14131e+00 
6500.0  4.5  0.0  5.64486e+10  2.82503  1.99816e+10  1.01734e+00  1.14992e+00 
6750.0  4.5  0.0  6.56470e+10  2.85307  2.30093e+10  1.00993e+00  1.15152e+00 
7000.0  4.5  0.0  7.59263e+10  2.86974  2.64575e+10  1.00584e+00  1.14987e+00 
7250.0  4.5  0.0  8.73679e+10  2.88014  3.03346e+10  1.00362e+00  1.14654e+00 
7500.0  4.5  0.0  1.00056e+11  2.88705  3.46570e+10  1.00240e+00  1.14249e+00 
7750.0  4.5  0.0  1.14079e+11  2.89200  3.94465e+10  1.00171e+00  1.13820e+00 
8000.0  4.5  0.0  1.29527e+11  2.89572  4.47305e+10  1.00129e+00  1.13395e+00 
8250.0  4.5  0.0  1.46493e+11  2.89886  5.05346e+10  1.00108e+00  1.12976e+00 
8500.0  4.5  0.0  1.65073e+11  2.90156  5.68911e+10  1.00093e+00  1.12579e+00 
8750.0  4.5  0.0  1.85367e+11  2.90370  6.38382e+10  1.00074e+00  1.12211e+00 
9000.0  4.5  0.0  2.07477e+11  2.90517  7.14165e+10  1.00051e+00  1.11871e+00 
9250.0  4.5  0.0  2.31508e+11  2.90661  7.96490e+10  1.00050e+00  1.11527e+00 
9500.0  4.5  0.0  2.57569e+11  2.90823  8.85657e+10  1.00056e+00  1.11195e+00 
9750.0  4.5  0.0  2.85771e+11  2.90991  9.82062e+10  1.00058e+00  1.10885e+00 
10000.0  4.5  0.0  3.16228e+11  2.91159  1.08610e+11  1.00058e+00  1.10594e+00 
10250.0  4.5  0.0  3.49056e+11  2.91319  1.19819e+11  1.00055e+00  1.10321e+00 
10500.0  4.5  0.0  3.84377e+11  2.91469  1.31876e+11  1.00051e+00  1.10062e+00 
10750.0  4.5  0.0  4.22312e+11  2.91614  1.44819e+11  1.00050e+00  1.09815e+00 
11000.0  4.5  0.0  4.62989e+11  2.91750  1.58694e+11  1.00047e+00  1.09581e+00 
11250.0  4.5  0.0  5.06536e+11  2.91875  1.73545e+11  1.00043e+00  1.09359e+00 
11500.0  4.5  0.0  5.53084e+11  2.91990  1.89419e+11  1.00039e+00  1.09147e+00 
11750.0  4.5  0.0  6.02770e+11  2.92097  2.06359e+11  1.00037e+00  1.08943e+00 
12000.0  4.5  0.0  6.55730e+11  2.92191  2.24418e+11  1.00032e+00  1.08751e+00 
12250.0  4.5  0.0  7.12106e+11  2.92277  2.43641e+11  1.00029e+00  1.08565e+00 
12500.0  4.5  0.0  7.72040e+11  2.92350  2.64081e+11  1.00025e+00  1.08390e+00 
12750.0  4.5  0.0  8.35681e+11  2.92415  2.85786e+11  1.00022e+00  1.08219e+00 
13000.0  4.5  0.0  9.03178e+11  2.92470  3.08811e+11  1.00019e+00  1.08057e+00 
14000.0  4.5  0.0  1.21482e+12  2.92613  4.15163e+11  1.00049e+00  1.34439e+00 
15000.0  4.5  0.0  1.60090e+12  2.92676  5.46988e+11  1.00022e+00  1.31753e+00 
16000.0  4.5  0.0  2.07243e+12  2.92705  7.08027e+11  1.00010e+00  1.29441e+00 
17000.0  4.5  0.0  2.64117e+12  2.92723  9.02275e+11  1.00006e+00  1.27435e+00 
18000.0  4.5  0.0  3.31963e+12  2.92740  1.13399e+12  1.00006e+00  1.25681e+00 
19000.0  4.5  0.0  4.12111e+12  2.92751  1.40772e+12  1.00004e+00  1.24139e+00 
20000.0  4.5  0.0  5.05964e+12  2.92757  1.72827e+12  1.00002e+00  1.22771e+00 
21000.0  4.5  0.0  6.15003e+12  2.92759  2.10071e+12  1.00001e+00  1.21550e+00 
22000.0  4.5  0.0  7.40783e+12  2.92763  2.53031e+12  1.00001e+00  1.20450e+00 
23000.0  4.5  0.0  8.84935e+12  2.92772  3.02261e+12  1.00003e+00  1.19456e+00 
24000.0  4.5  0.0  1.04917e+13  2.92788  3.58337e+12  1.00005e+00  1.18552e+00 
25000.0  4.5  0.0  1.23526e+13  2.92818  4.21854e+12  1.00010e+00  1.17726e+00 
26000.0  4.5  0.0  1.44508e+13  2.92865  4.93430e+12  1.00016e+00  1.16967e+00 
27000.0  4.5  0.0  1.68056e+13  2.92926  5.73716e+12  1.00021e+00  1.16271e+00 
28000.0  4.5  0.0  1.94371e+13  2.93000  6.63383e+12  1.00025e+00  1.15629e+00 
29000.0  4.5  0.0  2.23662e+13  2.93074  7.63158e+12  1.00025e+00  1.15040e+00 
30000.0  4.5  0.0  2.56144e+13  2.93142  8.73790e+12  1.00023e+00  1.14497e+00 
31000.0  4.5  0.0  2.92043e+13  2.93194  9.96074e+12  1.00018e+00  1.13995e+00 
32000.0  4.5  0.0  3.31589e+13  2.93225  1.13083e+13  1.00011e+00  1.13529e+00 
33000.0  4.5  0.0  3.75021e+13  2.93239  1.27889e+13  1.00005e+00  1.13093e+00 
34000.0  4.5  0.0  4.22587e+13  2.93239  1.44110e+13  1.00000e+00  1.12683e+00 
35000.0  4.5  0.0  4.74539e+13  2.93234  1.61830e+13  9.99983e-01  1.12296e+00 
36000.0  4.5  0.0  5.31141e+13  2.93226  1.81137e+13  9.99973e-01  1.11931e+00 
37000.0  4.5  0.0  5.92662e+13  2.93221  2.02121e+13  9.99983e-01  1.11585e+00 
38000.0  4.5  0.0  6.59378e+13  2.93217  2.24877e+13  9.99986e-01  1.11259e+00 
39000.0  4.5  0.0  7.31574e+13  2.93218  2.49498e+13  1.00000e+00  1.10949e+00 
40000.0  4.5  0.0  8.09543e+13  2.93221  2.76086e+13  1.00001e+00  1.10657e+00 
41000.0  4.5  0.0  8.93584e+13  2.93229  3.04739e+13  1.00003e+00  1.10378e+00 
42000.0  4.5  0.0  9.84005e+13  2.93238  3.35565e+13  1.00003e+00  1.10115e+00 
43000.0  4.5  0.0  1.08112e+14  2.93250  3.68668e+13  1.00004e+00  1.09865e+00 
44000.0  4.5  0.0  1.18525e+14  2.93264  4.04159e+13  1.00005e+00  1.09627e+00 
45000.0  4.5  0.0  1.29673e+14  2.93280  4.42148e+13  1.00005e+00  1.09400e+00 
46000.0  4.5  0.0  1.41590e+14  2.93297  4.82752e+13  1.00006e+00  1.09183e+00 
47000.0  4.5  0.0  1.54309e+14  2.93316  5.26085e+13  1.00006e+00  1.08976e+00 
48000.0  4.5  0.0  1.67867e+14  2.93335  5.72270e+13  1.00006e+00  1.08779e+00 
49000.0  4.5  0.0  1.82299e+14  2.93354  6.21430e+13  1.00006e+00  1.08590e+00 
4500.0  4.5  0.5  1.29673e+10  1.25345  1.03453e+10  4.27282e-01  1.66476e-04 
4750.0  4.5  0.5  1.60981e+10  1.31748  1.22189e+10  1.05108e+00  1.18110e+00 
5000.0  4.5  0.5  1.97642e+10  1.42862  1.38345e+10  1.08436e+00  1.13223e+00 
5250.0  4.5  0.5  2.40236e+10  1.62669  1.47684e+10  1.13864e+00  1.06750e+00 
5500.0  4.5  0.5  2.89368e+10  1.89845  1.52423e+10  1.16706e+00  1.03209e+00 
5750.0  4.5  0.5  3.45678e+10  2.17250  1.59115e+10  1.14435e+00  1.04390e+00 
6000.0  4.5  0.5  4.09831e+10  2.41666  1.69586e+10  1.11239e+00  1.06581e+00 
6250.0  4.5  0.5  4.82525e+10  2.59979  1.85602e+10  1.07578e+00  1.09444e+00 
6500.0  4.5  0.5  5.64486e+10  2.71816  2.07672e+10  1.04553e+00  1.11891e+00 
6750.0  4.5  0.5  6.56470e+10  2.79063  2.35241e+10  1.02666e+00  1.13275e+00 
7000.0  4.5  0.5  7.59263e+10  2.83472  2.67844e+10  1.01580e+00  1.13859e+00 
7250.0  4.5  0.5  8.73679e+10  2.86197  3.05272e+10  1.00961e+00  1.13974e+00 
7500.0  4.5  0.5  1.00056e+11  2.87913  3.47523e+10  1.00600e+00  1.13841e+00 
7750.0  4.5  0.5  1.14079e+11  2.89030  3.94697e+10  1.00388e+00  1.13574e+00 
8000.0  4.5  0.5  1.29527e+11  2.89799  4.46954e+10  1.00266e+00  1.13240e+00 
8250.0  4.5  0.5  1.46493e+11  2.90358  5.04524e+10  1.00193e+00  1.12881e+00 
8500.0  4.5  0.5  1.65073e+11  2.90774  5.67702e+10  1.00143e+00  1.12522e+00 
8750.0  4.5  0.5  1.85367e+11  2.91061  6.36866e+10  1.00099e+00  1.12183e+00 
9000.0  4.5  0.5  2.07477e+11  2.91238  7.12397e+10  1.00061e+00  1.11860e+00 
9250.0  4.5  0.5  2.31508e+11  2.91368  7.94557e+10  1.00045e+00  1.11533e+00 
9500.0  4.5  0.5  2.57569e+11  2.91488  8.83637e+10  1.00041e+00  1.11211e+00 
9750.0  4.5  0.5  2.85771e+11  2.91619  9.79947e+10  1.00045e+00  1.10899e+00 
10000.0  4.5  0.5  3.16228e+11  2.91769  1.08383e+11  1.00051e+00  1.10601e+00 
10250.0  4.5  0.5  3.49056e+11  2.91938  1.19565e+11  1.00058e+00  1.10317e+00 
10500.0  4.5  0.5  3.84377e+11  2.92093  1.31594e+11  1.00053e+00  1.10060e+00 
10750.0  4.5  0.5  4.22312e+11  2.92242  1.44508e+11  1.00051e+00  1.09813e+00 
11000.0  4.5  0.5  4.62989e+11  2.92367  1.58359e+11  1.00043e+00  1.09585e+00 
11250.0  4.5  0.5  5.06536e+11  2.92498  1.73176e+11  1.00045e+00  1.09357e+00 
11500.0  4.5  0.5  5.53084e+11  2.92617  1.89013e+11  1.00041e+00  1.09145e+00 
11750.0  4.5  0.5  6.02770e+11  2.92725  2.05917e+11  1.00037e+00  1.08943e+00 
12000.0  4.5  0.5  6.55730e+11  2.92820  2.23936e+11  1.00032e+00  1.08751e+00 
12250.0  4.5  0.5  7.12106e+11  2.92904  2.43119e+11  1.00029e+00  1.08566e+00 
12500.0  4.5  0.5  7.72040e+11  2.92973  2.63519e+11  1.00024e+00  1.08391e+00 
12750.0  4.5  0.5  8.35681e+11  2.93032  2.85184e+11  1.00020e+00  1.08221e+00 
13000.0  4.5  0.5  9.03178e+11  2.93077  3.08171e+11  1.00015e+00  1.08060e+00 
14000.0  4.5  0.5  1.21482e+12  2.93172  4.14371e+11  1.00032e+00  1.34462e+00 
15000.0  4.5  0.5  1.60090e+12  2.93171  5.46065e+11  9.99997e-01  1.31781e+00 
16000.0  4.5  0.5  2.07243e+12  2.93125  7.07012e+11  9.99843e-01  1.29474e+00 
17000.0  4.5  0.5  2.64117e+12  2.93055  9.01253e+11  9.99761e-01  1.27473e+00 
18000.0  4.5  0.5  3.31963e+12  2.92972  1.13309e+12  9.99717e-01  1.25724e+00 
19000.0  4.5  0.5  4.12111e+12  2.92891  1.40705e+12  9.99724e-01  1.24178e+00 
20000.0  4.5  0.5  5.05964e+12  2.92817  1.72792e+12  9.99747e-01  1.22805e+00 
21000.0  4.5  0.5  6.15003e+12  2.92762  2.10069e+12  9.99812e-01  1.21573e+00 
22000.0  4.5  0.5  7.40783e+12  2.92728  2.53062e+12  9.99884e-01  1.20466e+00 
23000.0  4.5  0.5  8.84935e+12  2.92715  3.02320e+12  9.99956e-01  1.19465e+00 
24000.0  4.5  0.5  1.04917e+13  2.92723  3.58417e+12  1.00003e+00  1.18556e+00 
25000.0  4.5  0.5  1.23526e+13  2.92750  4.21952e+12  1.00009e+00  1.17727e+00 
26000.0  4.5  0.5  1.44508e+13  2.92801  4.93538e+12  1.00017e+00  1.16965e+00 
27000.0  4.5  0.5  1.68056e+13  2.92875  5.73816e+12  1.00025e+00  1.16266e+00 
28000.0  4.5  0.5  1.94371e+13  2.92964  6.63465e+12  1.00030e+00  1.15623e+00 
29000.0  4.5  0.5  2.23662e+13  2.93057  7.63203e+12  1.00032e+00  1.15033e+00 
30000.0  4.5  0.5  2.56144e+13  2.93146  8.73778e+12  1.00030e+00  1.14488e+00 
31000.0  4.5  0.5  2.92043e+13  2.93219  9.95989e+12  1.00025e+00  1.13987e+00 
32000.0  4.5  0.5  3.31589e+13  2.93271  1.13066e+13  1.00018e+00  1.13521e+00 
33000.0  4.5  0.5  3.75021e+13  2.93307  1.27860e+13  1.00012e+00  1.13084e+00 
34000.0  4.5  0.5  4.22587e+13  2.93328  1.44066e+13  1.00007e+00  1.12675e+00 
35000.0  4.5  0.5  4.74539e+13  2.93338  1.61772e+13  1.00003e+00  1.12290e+00 
36000.0  4.5  0.5  5.31141e+13  2.93345  1.81064e+13  1.00002e+00  1.11925e+00 
37000.0  4.5  0.5  5.92662e+13  2.93347  2.02034e+13  1.00001e+00  1.11582e+00 
38000.0  4.5  0.5  6.59378e+13  2.93349  2.24776e+13  1.00001e+00  1.11256e+00 
39000.0  4.5  0.5  7.31574e+13  2.93350  2.49386e+13  1.00000e+00  1.10949e+00 
40000.0  4.5  0.5  8.09543e+13  2.93352  2.75963e+13  1.00001e+00  1.10657e+00 
41000.0  4.5  0.5  8.93584e+13  2.93356  3.04607e+13  1.00001e+00  1.10380e+00 
42000.0  4.5  0.5  9.84005e+13  2.93362  3.35423e+13  1.00002e+00  1.10117e+00 
