Teff log(g) logZ  L=Teff^4/g   A218     L/A218  A218(i)/A218(i-1) L/A218(i)/L/A218(i-1) 
5000.0  3.5 -2.0  1.97642e+11  2.60598  7.58419e+10  1.01403e+00  3.11853e-01 
5000.0  4.0 -2.0  6.25000e+10  2.62592  2.38012e+10  1.00765e+00  3.13826e-01 
5000.0  4.5 -2.0  1.97642e+10  2.63430  7.50265e+09  1.00319e+00  3.15222e-01 
5000.0  5.0 -2.0  6.25000e+09  2.63258  2.37410e+09  9.99347e-01  3.16434e-01 
5000.0  0.0  0.0  6.25000e+14  1.42803  4.37666e+14  5.42445e-01  1.84350e+05 
5000.0  0.5  0.0  1.97642e+14  1.44846  1.36450e+14  1.01431e+00  3.11767e-01 
5000.0  1.0  0.0  6.25000e+13  1.47085  4.24924e+13  1.01546e+00  3.11414e-01 
5000.0  1.5  0.0  1.97642e+13  1.49562  1.32147e+13  1.01684e+00  3.10990e-01 
5000.0  2.0  0.0  6.25000e+12  1.52356  4.10223e+12  1.01868e+00  3.10429e-01 
5000.0  2.5  0.0  1.97642e+12  1.55222  1.27329e+12  1.01881e+00  3.10389e-01 
5000.0  3.0  0.0  6.25000e+11  1.57832  3.95991e+11  1.01681e+00  3.10998e-01 
5000.0  3.5  0.0  1.97642e+11  1.60102  1.23448e+11  1.01438e+00  3.11744e-01 
5000.0  4.0  0.0  6.25000e+10  1.61915  3.86005e+10  1.01132e+00  3.12687e-01 
5000.0  4.5  0.0  1.97642e+10  1.63289  1.21038e+10  1.00849e+00  3.13567e-01 
5000.0  5.0  0.0  6.25000e+09  1.64121  3.80817e+09  1.00510e+00  3.14625e-01 
5000.0  0.0  0.5  6.25000e+14  1.29454  4.82797e+14  7.88772e-01  1.26779e+05 
5000.0  0.5  0.5  1.97642e+14  1.30184  1.51818e+14  1.00564e+00  3.14455e-01 
5000.0  1.0  0.5  6.25000e+13  1.31192  4.76401e+13  1.00774e+00  3.13798e-01 
5000.0  1.5  0.5  1.97642e+13  1.32584  1.49070e+13  1.01061e+00  3.12908e-01 
5000.0  2.0  0.5  6.25000e+12  1.34350  4.65203e+12  1.01332e+00  3.12071e-01 
5000.0  2.5  0.5  1.97642e+12  1.36287  1.45019e+12  1.01442e+00  3.11733e-01 
5000.0  3.0  0.5  6.25000e+11  1.38258  4.52053e+11  1.01446e+00  3.11720e-01 
5000.0  3.5  0.5  1.97642e+11  1.39982  1.41191e+11  1.01247e+00  3.12333e-01 
5000.0  4.0  0.5  6.25000e+10  1.41523  4.41624e+10  1.01101e+00  3.12784e-01 
5000.0  4.5  0.5  1.97642e+10  1.42862  1.38345e+10  1.00946e+00  3.13264e-01 
5000.0  5.0  0.5  6.25000e+09  1.44009  4.34001e+09  1.00803e+00  3.13709e-01 
5250.0  0.0 -1.0  7.59691e+14  1.83421  4.14179e+14  1.27368e+00  9.54328e+04 
5250.0  0.5 -1.0  2.40236e+14  1.95196  1.23074e+14  1.06420e+00  2.97152e-01 
5250.0  1.0 -1.0  7.59691e+13  2.10521  3.60863e+13  1.07851e+00  2.93208e-01 
5250.0  1.5 -1.0  2.40236e+13  2.27252  1.05713e+13  1.07947e+00  2.92946e-01 
5250.0  2.0 -1.0  7.59691e+12  2.41683  3.14334e+12  1.06350e+00  2.97346e-01 
5250.0  2.5 -1.0  2.40236e+12  2.51894  9.53717e+11  1.04225e+00  3.03409e-01 
5250.0  3.0 -1.0  7.59691e+11  2.58082  2.94360e+11  1.02457e+00  3.08646e-01 
5250.0  3.5 -1.0  2.40236e+11  2.61200  9.19738e+10  1.01208e+00  3.12453e-01 
5250.0  4.0 -1.0  7.59691e+10  2.62199  2.89738e+10  1.00382e+00  3.15023e-01 
5250.0  4.5 -1.0  2.40236e+10  2.61853  9.17444e+09  9.98680e-01  3.16646e-01 
5250.0  5.0 -1.0  7.59691e+09  2.60682  2.91425e+09  9.95528e-01  3.17648e-01 
5250.0  0.0 -2.0  7.59691e+14  2.02102  3.75895e+14  7.75282e-01  1.28985e+05 
5250.0  0.5 -2.0  2.40236e+14  2.18632  1.09881e+14  1.08179e+00  2.92319e-01 
5250.0  1.0 -2.0  7.59691e+13  2.35602  3.22447e+13  1.07762e+00  2.93450e-01 
5250.0  1.5 -2.0  2.40236e+13  2.49864  9.61465e+12  1.06053e+00  2.98178e-01 
5250.0  2.0 -2.0  7.59691e+12  2.59839  2.92370e+12  1.03992e+00  3.04088e-01 
5250.0  2.5 -2.0  2.40236e+12  2.66025  9.03056e+11  1.02381e+00  3.08874e-01 
5250.0  3.0 -2.0  7.59691e+11  2.69603  2.81782e+11  1.01345e+00  3.12031e-01 
5250.0  3.5 -2.0  2.40236e+11  2.71514  8.84800e+10  1.00709e+00  3.14002e-01 
5250.0  4.0 -2.0  7.59691e+10  2.72397  2.78891e+10  1.00325e+00  3.15203e-01 
5250.0  4.5 -2.0  2.40236e+10  2.72619  8.81213e+09  1.00081e+00  3.15970e-01 
5250.0  5.0 -2.0  7.59691e+09  2.72394  2.78894e+09  9.99175e-01  3.16489e-01 
5250.0  0.0  0.0  7.59691e+14  1.62867  4.66449e+14  5.97910e-01  1.67249e+05 
5250.0  0.5  0.0  2.40236e+14  1.67204  1.43678e+14  1.02663e+00  3.08025e-01 
5250.0  1.0  0.0  7.59691e+13  1.71934  4.41851e+13  1.02829e+00  3.07528e-01 
5250.0  1.5  0.0  2.40236e+13  1.76874  1.35823e+13  1.02873e+00  3.07396e-01 
5250.0  2.0  0.0  7.59691e+12  1.81741  4.18008e+12  1.02752e+00  3.07759e-01 
5250.0  2.5  0.0  2.40236e+12  1.86007  1.29154e+12  1.02347e+00  3.08975e-01 
5250.0  3.0  0.0  7.59691e+11  1.89217  4.01492e+11  1.01726e+00  3.10863e-01 
5250.0  3.5  0.0  2.40236e+11  1.91450  1.25482e+11  1.01180e+00  3.12539e-01 
5250.0  4.0  0.0  7.59691e+10  1.92953  3.93718e+10  1.00785e+00  3.13765e-01 
5250.0  4.5  0.0  2.40236e+10  1.94128  1.23751e+10  1.00609e+00  3.14314e-01 
5250.0  5.0  0.0  7.59691e+09  1.95030  3.89525e+09  1.00465e+00  3.14765e-01 
5250.0  0.0  0.5  7.59691e+14  1.48395  5.11939e+14  7.60883e-01  1.31426e+05 
5250.0  0.5  0.5  2.40236e+14  1.49661  1.60520e+14  1.00853e+00  3.13553e-01 
