 modello        1300     massa, raggio, H, C, N, Fe
 6.40616E-08 3.13119E-04-8.59135E-08
 2.23715E-07 7.40903E-04-1.61292E-08
 4.14899E-07 9.28575E-04-5.01914E-09
 7.68239E-07 1.13367E-03-8.19948E-09
 1.28374E-06 1.35786E-03-7.57366E-09
 2.38229E-06 1.65279E-03-3.34809E-09
 4.06391E-06 1.99493E-03-5.53191E-09
 5.53658E-06 2.21887E-03-7.75068E-09
 6.80029E-06 2.37727E-03-9.93982E-09
 8.69587E-06 2.57665E-03-1.27285E-08
 1.12233E-05 2.80809E-03-1.63582E-08
 1.37507E-05 3.00626E-03-2.05381E-08
 1.69538E-05 3.22208E-03-2.55676E-08
 2.08325E-05 3.45308E-03-3.22631E-08
 2.66506E-05 3.74376E-03-4.17239E-08
 3.44081E-05 4.08115E-03-5.42912E-08
 4.21656E-05 4.37006E-03-6.87329E-08
 5.14870E-05 4.67032E-03-8.58512E-08
 6.23725E-05 4.98163E-03-1.08241E-07
 7.87007E-05 5.37778E-03-1.40570E-07
 1.00472E-04 5.84093E-03-1.84991E-07
 1.22243E-04 6.24031E-03-2.36358E-07
 1.46704E-04 6.63340E-03-3.02423E-07
 1.87430E-04 7.19201E-03-4.07826E-07
 2.41733E-04 7.84152E-03-5.69486E-07
 3.09610E-04 8.51830E-03-8.07171E-07
 4.06641E-04 9.33673E-03-1.18316E-06
 5.19250E-04 1.01493E-02-1.70960E-06
 6.31858E-04 1.08515E-02-2.39720E-06
 8.07026E-04 1.17738E-02-3.59500E-06
 1.05101E-03 1.28938E-02-5.73853E-06
 1.32628E-03 1.39641E-02-9.02692E-06
 1.65159E-03 1.50598E-02-1.42103E-05
 2.03946E-03 1.61981E-02-2.26196E-05
 2.50241E-03 1.73915E-02-3.63263E-05
 2.94033E-03 1.84098E-02-5.42585E-05
 3.31569E-03 1.92032E-02-7.47189E-05
 3.75361E-03 2.00574E-02-1.04411E-04
 4.25409E-03 2.09673E-02-1.48014E-04
 4.72329E-03 2.17645E-02-2.00991E-04
 5.16122E-03 2.24651E-02-2.62559E-04
 5.56786E-03 2.30855E-02-3.31584E-04
 6.05270E-03 2.37862E-02-4.32358E-04
 6.56882E-03 2.45035E-02-5.66385E-04
 7.05366E-03 2.51443E-02-7.16535E-04
 7.63234E-03 2.58769E-02-9.35960E-04
 8.25794E-03 2.66356E-02-1.23026E-03
 8.88355E-03 2.73623E-02-1.59479E-03
 9.50915E-03 2.80610E-02-2.04049E-03
 1.01347E-02 2.87346E-02-2.58006E-03
 1.07604E-02 2.93857E-02-3.22691E-03
 1.13703E-02 3.00014E-02-3.97525E-03
 1.19490E-02 3.05693E-02-4.80640E-03
 1.24964E-02 3.10932E-02-5.71286E-03
 1.30125E-02 3.15762E-02-6.68544E-03
 1.35130E-02 3.20351E-02-7.72147E-03
 1.40135E-02 3.24853E-02-8.92673E-03
 1.45140E-02 3.29274E-02-1.02899E-02
 1.50144E-02 3.33619E-02-1.17179E-02
 1.55149E-02 3.37893E-02-1.33327E-02
 1.60154E-02 3.42099E-02-1.47142E-02
 1.67661E-02 3.48270E-02-1.75171E-02
 1.75169E-02 3.54354E-02-2.17462E-02
 1.80173E-02 3.58328E-02-2.48517E-02
 1.85178E-02 3.62253E-02-2.68338E-02
 1.90183E-02 3.66130E-02-2.93905E-02
 1.95188E-02 3.69962E-02-3.24041E-02
 2.00193E-02 3.73751E-02-3.55581E-02
 2.06449E-02 3.78426E-02-3.98281E-02
 2.12705E-02 3.83053E-02-4.43633E-02
 2.17709E-02 3.86711E-02-4.80501E-02
 2.22714E-02 3.90335E-02-5.19278E-02
 2.27719E-02 3.93928E-02-5.59182E-02
 2.32724E-02 3.97491E-02-5.99975E-02
 2.37729E-02 4.01026E-02-6.40761E-02
 2.42734E-02 4.04534E-02-6.81889E-02
 2.47738E-02 4.08017E-02-7.23092E-02
 2.52743E-02 4.11476E-02-7.64084E-02
 2.57748E-02 4.14912E-02-8.04571E-02
 2.62753E-02 4.18326E-02-8.44252E-02
 2.67758E-02 4.21720E-02-8.77078E-02
 2.74639E-02 4.26351E-02-9.30034E-02
 2.82772E-02 4.31788E-02-9.90328E-02
 2.90905E-02 4.37178E-02-1.04288E-01
 2.97786E-02 4.41712E-02-1.08188E-01
 3.02791E-02 4.44990E-02-1.09821E-01
 3.07796E-02 4.48254E-02-1.11838E-01
 3.12801E-02 4.51506E-02-1.13540E-01
 3.17806E-02 4.54745E-02-1.14918E-01
 3.22811E-02 4.57973E-02-1.15968E-01
 3.27815E-02 4.61189E-02-1.16686E-01
 3.32820E-02 4.64394E-02-1.17075E-01
 3.37825E-02 4.67589E-02-1.17138E-01
 3.42830E-02 4.70773E-02-1.16443E-01
 3.47835E-02 4.73948E-02-1.16270E-01
 3.52839E-02 4.77113E-02-1.15912E-01
 3.57844E-02 4.80269E-02-1.14314E-01
 3.62849E-02 4.83416E-02-1.11845E-01
 3.69731E-02 4.87725E-02-1.09875E-01
 3.77864E-02 4.92801E-02-1.07299E-01
 3.85996E-02 4.97852E-02-1.04173E-01
 3.92878E-02 5.02111E-02-1.00894E-01
 3.97883E-02 5.05198E-02-9.70057E-02
 4.02888E-02 5.08276E-02-1.30113E-01
 4.07892E-02 5.11349E-02-1.09727E-01
 4.12897E-02 5.14415E-02-4.97570E-02
 4.17902E-02 5.17470E-02-1.03658E-01
 4.22907E-02 5.20513E-02-1.01057E-01
 4.27912E-02 5.23550E-02-3.84857E-02
 4.32916E-02 5.26581E-02-5.79613E-02
 4.40424E-02 5.31106E-02-6.99713E-02
 4.47931E-02 5.35618E-02-6.52262E-02
 4.54813E-02 5.39734E-02-5.97552E-02
 4.62945E-02 5.44581E-02-5.49423E-02
 4.71078E-02 5.49406E-02-4.91081E-02
 4.80462E-02 5.54945E-02-4.34261E-02
 4.90472E-02 5.60824E-02-3.74273E-02
 5.00481E-02 5.66670E-02-3.13111E-02
 5.10491E-02 5.72484E-02-2.54240E-02
 5.20501E-02 5.78265E-02-1.97447E-02
 5.30510E-02 5.84015E-02-1.49656E-02
 5.38018E-02 5.88310E-02-1.02912E-02
 5.45525E-02 5.92581E-02-6.46365E-03
 5.53032E-02 5.96841E-02-2.12347E-03
 5.60539E-02 6.01077E-02-2.38511E-02
 5.69298E-02 6.05999E-02-5.04233E-03
 5.76805E-02 6.10201E-02 4.04628E-02
 5.83687E-02 6.14043E-02 2.11305E-02
 5.93071E-02 6.19248E-02-8.11053E-03
 6.03393E-02 6.24958E-02-1.79588E-03
 6.11526E-02 6.29436E-02 4.58114E-02
 6.23099E-02 6.35764E-02 4.38780E-02
 6.35611E-02 6.42570E-02 1.22130E-02
 6.44996E-02 6.47639E-02 1.13388E-02
 6.53754E-02 6.52352E-02 5.80481E-02
 6.66892E-02 6.59382E-02 5.85465E-02
 6.80655E-02 6.66710E-02 4.58846E-02
 6.90664E-02 6.72005E-02 2.72469E-02
 7.00674E-02 6.77279E-02 3.63434E-02
 7.10684E-02 6.82533E-02 7.66413E-02
 7.23196E-02 6.89057E-02 5.77191E-02
 7.35718E-02 6.95548E-02 5.07875E-02
 7.45747E-02 7.00721E-02 8.42011E-02
 7.57467E-02 7.06743E-02 7.55257E-02
 7.74339E-02 7.15353E-02 6.92692E-02
 7.91386E-02 7.24005E-02 5.87223E-02
 8.03898E-02 7.30320E-02 6.68099E-02
 8.15159E-02 7.35980E-02 1.02181E-01
 8.27046E-02 7.41922E-02 9.43216E-02
 8.39558E-02 7.48146E-02 8.56348E-02
 8.52070E-02 7.54342E-02 8.81695E-02
 8.64582E-02 7.60511E-02 8.47592E-02
 8.77094E-02 7.66654E-02 8.71844E-02
 8.89606E-02 7.72772E-02 8.13410E-02
 9.02118E-02 7.78869E-02 9.58095E-02
