   AGE            L/Lsun         Fpp            Fdp       Fhe3HE3         Fhe3he4          Fbe           Fli7p           Fbe7p         Ftotpp
  10.0748716893  0.3540617E+00  0.6694691E+02  0.3116258E+03  0.2545734E+03  0.2831443E+02  0.1453708E+00  0.5229381E+02  0.1577531E+03  0.8344674E+04
  10.0750476007  0.3540050E+00  0.6617569E+02  0.3081056E+03  0.2504052E+03  0.2835940E+02  0.1440677E+00  0.5183184E+02  0.1582711E+03  0.8305104E+04
  10.0752202565  0.3539382E+00  0.6732722E+02  0.3133928E+03  0.2558002E+03  0.2857151E+02  0.1456518E+00  0.5239332E+02  0.1594375E+03  0.8432197E+04
  10.0753927770  0.3539063E+00  0.6656632E+02  0.3099436E+03  0.2518745E+03  0.2863042E+02  0.1442832E+00  0.5192991E+02  0.1599811E+03  0.8395170E+04
  10.0755622220  0.3538234E+00  0.6583372E+02  0.3065604E+03  0.2477597E+03  0.2864109E+02  0.1428604E+00  0.5140444E+02  0.1603985E+03  0.8354471E+04
  10.0757267392  0.3538342E+00  0.6669045E+02  0.3105121E+03  0.2503519E+03  0.2919173E+02  0.1442432E+00  0.5190647E+02  0.1639036E+03  0.8485288E+04
  10.0758907971  0.3537997E+00  0.6603739E+02  0.3075451E+03  0.2468313E+03  0.2924278E+02  0.1428664E+00  0.5142217E+02  0.1644690E+03  0.8454035E+04
  10.0760505553  0.3538320E+00  0.6544450E+02  0.3047838E+03  0.2434679E+03  0.2927067E+02  0.1414825E+00  0.5092005E+02  0.1650224E+03  0.8425157E+04
  10.0762089785  0.3538649E+00  0.6642473E+02  0.3093630E+03  0.2468062E+03  0.2985214E+02  0.1429046E+00  0.5144804E+02  0.1686285E+03  0.8566847E+04
  10.0763651177  0.3539470E+00  0.6461860E+02  0.3009771E+03  0.2395327E+03  0.2919875E+02  0.1389320E+00  0.5001919E+02  0.1650630E+03  0.8382410E+04
  10.0765193920  0.3539964E+00  0.6408415E+02  0.2985251E+03  0.2364713E+03  0.2924756E+02  0.1375799E+00  0.4952886E+02  0.1657005E+03  0.8357933E+04
  10.0766703150  0.3541591E+00  0.6511879E+02  0.3032950E+03  0.2406649E+03  0.2963399E+02  0.1389646E+00  0.5002746E+02  0.1680852E+03  0.8489009E+04
  10.0768229844  0.3542615E+00  0.6622208E+02  0.3085085E+03  0.2448469E+03  0.3028292E+02  0.1404456E+00  0.5061274E+02  0.1719677E+03  0.8644771E+04
  10.0769720191  0.3544306E+00  0.6445155E+02  0.3002557E+03  0.2376002E+03  0.2962554E+02  0.1364949E+00  0.4917890E+02  0.1684474E+03  0.8460252E+04
  10.0771190595  0.3545804E+00  0.6403492E+02  0.2983430E+03  0.2350598E+03  0.2970237E+02  0.1352228E+00  0.4871852E+02  0.1692721E+03  0.8445165E+04
  10.0772631172  0.3548180E+00  0.6367140E+02  0.2966583E+03  0.2328442E+03  0.2978777E+02  0.1340036E+00  0.4828667E+02  0.1701479E+03  0.8435101E+04
  10.0774068054  0.3550379E+00  0.6353775E+02  0.2960528E+03  0.2326142E+03  0.2970601E+02  0.1329454E+00  0.4791752E+02  0.1697921E+03  0.8427169E+04
  10.0775485956  0.3553326E+00  0.6320746E+02  0.2945465E+03  0.2305888E+03  0.2982153E+02  0.1317707E+00  0.4750883E+02  0.1708107E+03  0.8421695E+04
  10.0776897431  0.3556020E+00  0.6289981E+02  0.2931663E+03  0.2286629E+03  0.2993813E+02  0.1306231E+00  0.4710635E+02  0.1718110E+03  0.8417118E+04
  10.0778283035  0.3559668E+00  0.6282218E+02  0.2927727E+03  0.2286534E+03  0.2984640E+02  0.1296235E+00  0.4675278E+02  0.1714526E+03  0.8412146E+04
  10.0779672746  0.3563244E+00  0.6407613E+02  0.2986312E+03  0.2339776E+03  0.3032112E+02  0.1312116E+00  0.4734141E+02  0.1742578E+03  0.8564168E+04
  10.0781060337  0.3567380E+00  0.6383571E+02  0.2975822E+03  0.2325663E+03  0.3048571E+02  0.1301307E+00  0.4699259E+02  0.1754702E+03  0.8569327E+04
  10.0782430921  0.3571169E+00  0.6212410E+02  0.2896366E+03  0.2255285E+03  0.2985740E+02  0.1264018E+00  0.4563364E+02  0.1720674E+03  0.8387826E+04
  10.0783768436  0.3576159E+00  0.6361218E+02  0.2965110E+03  0.2311392E+03  0.3053797E+02  0.1281402E+00  0.4627485E+02  0.1763769E+03  0.8572424E+04
  10.0785120748  0.3580796E+00  0.6344522E+02  0.2958368E+03  0.2300407E+03  0.3072755E+02  0.1271649E+00  0.4595740E+02  0.1777042E+03  0.8584271E+04
  10.0786446582  0.3586401E+00  0.6176425E+02  0.2880156E+03  0.2231417E+03  0.3011510E+02  0.1235263E+00  0.4463519E+02  0.1744040E+03  0.8406713E+04
  10.0787768378  0.3591811E+00  0.6163540E+02  0.2874684E+03  0.2220325E+03  0.3028142E+02  0.1225870E+00  0.4430938E+02  0.1756905E+03  0.8418959E+04
  10.0789074052  0.3597802E+00  0.6165479E+02  0.2875431E+03  0.2224878E+03  0.3022328E+02  0.1217735E+00  0.4402563E+02  0.1754849E+03  0.8423162E+04
  10.0790382184  0.3604556E+00  0.6155937E+02  0.2871741E+03  0.2216579E+03  0.3042586E+02  0.1208800E+00  0.4373292E+02  0.1769316E+03  0.8441975E+04
  10.0791687826  0.3611031E+00  0.6148542E+02  0.2868856E+03  0.2208293E+03  0.3060616E+02  0.1199869E+00  0.4342577E+02  0.1782888E+03  0.8459742E+04
  10.0792974285  0.3618392E+00  0.5980953E+02  0.2791053E+03  0.2140111E+03  0.3000146E+02  0.1164575E+00  0.4214698E+02  0.1749796E+03  0.8283238E+04
  10.0794260463  0.3626057E+00  0.6306147E+02  0.2942017E+03  0.2280011E+03  0.3107405E+02  0.1210317E+00  0.4382534E+02  0.1812210E+03  0.8643798E+04
  10.0795576825  0.3634195E+00  0.6325299E+02  0.2954718E+03  0.2246321E+03  0.3256449E+02  0.1230274E+00  0.4458213E+02  0.1902463E+03  0.8861408E+04
  10.0796865692  0.3642117E+00  0.6527960E+02  0.3051076E+03  0.2273471E+03  0.3483384E+02  0.1277238E+00  0.4626806E+02  0.2043832E+03  0.9290291E+04
  10.0798132315  0.3651111E+00  0.6490593E+02  0.3035180E+03  0.2227764E+03  0.3557444E+02  0.1277861E+00  0.4628761E+02  0.2092040E+03  0.9381367E+04
  10.0799400143  0.3659953E+00  0.6620301E+02  0.3097730E+03  0.2246423E+03  0.3711259E+02  0.1304411E+00  0.4726331E+02  0.2187331E+03  0.9676166E+04
  10.0800656850  0.3669822E+00  0.6932484E+02  0.3244356E+03  0.2344752E+03  0.3919456E+02  0.1357579E+00  0.4921695E+02  0.2314162E+03  0.1016476E+05
  10.0801935193  0.3679560E+00  0.6891233E+02  0.3228238E+03  0.2303897E+03  0.3992973E+02  0.1355648E+00  0.4917250E+02  0.2359377E+03  0.1025936E+05
  10.0803187567  0.3690271E+00  0.6916392E+02  0.3240316E+03  0.2299318E+03  0.4044014E+02  0.1356351E+00  0.4919108E+02  0.2393509E+03  0.1037417E+05
  10.0804448436  0.3700916E+00  0.6871782E+02  0.3222044E+03  0.2258168E+03  0.4104958E+02  0.1352027E+00  0.4903591E+02  0.2432166E+03  0.1045786E+05
  10.0805693079  0.3712540E+00  0.7069822E+02  0.3314420E+03  0.2332647E+03  0.4204138E+02  0.1377527E+00  0.4997734E+02  0.2492839E+03  0.1075389E+05
  10.0806965863  0.3724219E+00  0.7180822E+02  0.3368853E+03  0.2369560E+03  0.4294341E+02  0.1397187E+00  0.5071162E+02  0.2544546E+03  0.1099016E+05
  10.0808248354  0.3736792E+00  0.7185479E+02  0.3372841E+03  0.2368193E+03  0.4332633E+02  0.1391815E+00  0.5056865E+02  0.2567476E+03  0.1108281E+05
  10.0809516883  0.3749249E+00  0.7135821E+02  0.3351080E+03  0.2327310E+03  0.4372424E+02  0.1381577E+00  0.5017258E+02  0.2595586E+03  0.1114424E+05
  10.0810762106  0.3762695E+00  0.7327768E+02  0.3440053E+03  0.2403539E+03  0.4453895E+02  0.1401329E+00  0.5090126E+02  0.2646616E+03  0.1141921E+05
  10.0812034724  0.3775688E+00  0.7500467E+02  0.3523449E+03  0.2460740E+03  0.4583270E+02  0.1418456E+00  0.5156178E+02  0.2725148E+03  0.1173347E+05
  10.0813320082  0.3790077E+00  0.7307605E+02  0.3435650E+03  0.2386771E+03  0.4524601E+02  0.1381540E+00  0.5025378E+02  0.2689496E+03  0.1157963E+05
  10.0814583783  0.3804428E+00  0.7306795E+02  0.3435222E+03  0.2380960E+03  0.4536268E+02  0.1370092E+00  0.4982138E+02  0.2700765E+03  0.1163502E+05
  10.0815834672  0.3819440E+00  0.7451352E+02  0.3503320E+03  0.2429317E+03  0.4629487E+02  0.1383145E+00  0.5031003E+02  0.2759774E+03  0.1188710E+05
  10.0817102695  0.3835005E+00  0.7448923E+02  0.3504215E+03  0.2430173E+03  0.4651557E+02  0.1371173E+00  0.4992169E+02  0.2773241E+03  0.1194609E+05
  10.0818362554  0.3851017E+00  0.7252118E+02  0.3413282E+03  0.2350615E+03  0.4578890E+02  0.1331886E+00  0.4847848E+02  0.2732169E+03  0.1176462E+05
  10.0819613820  0.3867736E+00  0.7574411E+02  0.3564090E+03  0.2474020E+03  0.4733668E+02  0.1369013E+00  0.4985131E+02  0.2827603E+03  0.1220667E+05
  10.0820925746  0.3884158E+00  0.7572856E+02  0.3567385E+03  0.2494924E+03  0.4732358E+02  0.1356256E+00  0.4948624E+02  0.2820220E+03  0.1223901E+05
  10.0822226946  0.3901760E+00  0.7563033E+02  0.3563433E+03  0.2490678E+03  0.4743492E+02  0.1340128E+00  0.4892751E+02  0.2829883E+03  0.1227418E+05
  10.0823503265  0.3919787E+00  0.7724961E+02  0.3639339E+03  0.2537235E+03  0.4860540E+02  0.1348420E+00  0.4923778E+02  0.2907407E+03  0.1254863E+05
  10.0824773417  0.3938267E+00  0.7516596E+02  0.3543174E+03  0.2452949E+03  0.4784602E+02  0.1307153E+00  0.4772696E+02  0.2864270E+03  0.1234512E+05
  10.0826033266  0.3957075E+00  0.7711860E+02  0.3634118E+03  0.2537931E+03  0.4855183E+02  0.1319258E+00  0.4820134E+02  0.2908759E+03  0.1258941E+05
  10.0827320899  0.3977021E+00  0.7671080E+02  0.3618986E+03  0.2513871E+03  0.4902503E+02  0.1302118E+00  0.4763712E+02  0.2937642E+03  0.1263827E+05
  10.0828598461  0.3996800E+00  0.7664396E+02  0.3616429E+03  0.2508996E+03  0.4911463E+02  0.1286171E+00  0.4706377E+02  0.2946727E+03  0.1266672E+05
  10.0829867974  0.4017172E+00  0.7446681E+02  0.3515812E+03  0.2420683E+03  0.4830620E+02  0.1244647E+00  0.4553670E+02  0.2900545E+03  0.1244739E+05
  10.0831135016  0.4037940E+00  0.8000442E+02  0.3774490E+03  0.2650514E+03  0.5055669E+02  0.1306467E+00  0.4785893E+02  0.3036790E+03  0.1312540E+05
  10.0832497830  0.4059991E+00  0.7969772E+02  0.3767967E+03  0.2660651E+03  0.5093579E+02  0.1289809E+00  0.4743707E+02  0.3048728E+03  0.1316153E+05
  10.0833793247  0.4082049E+00  0.7739002E+02  0.3657385E+03  0.2553728E+03  0.4989128E+02  0.1245100E+00  0.4570035E+02  0.2996018E+03  0.1291033E+05
  10.0835072877  0.4104540E+00  0.7923992E+02  0.3744664E+03  0.2613814E+03  0.5114917E+02  0.1252983E+00  0.4601866E+02  0.3078048E+03  0.1320696E+05
  10.0836366026  0.4126671E+00  0.7900731E+02  0.3735598E+03  0.2615782E+03  0.5096657E+02  0.1237596E+00  0.4548463E+02  0.3065588E+03  0.1319646E+05
  10.0837686814  0.4150273E+00  0.7878032E+02  0.3728423E+03  0.2615080E+03  0.5114839E+02  0.1220574E+00  0.4494123E+02  0.3074213E+03  0.1322140E+05
  10.0838991785  0.4174496E+00  0.7630965E+02  0.3613649E+03  0.2511812E+03  0.5019601E+02  0.1177020E+00  0.4331244E+02  0.3020085E+03  0.1296576E+05
  10.0840284601  0.4198893E+00  0.7816696E+02  0.3701669E+03  0.2573482E+03  0.5147068E+02  0.1184068E+00  0.4360427E+02  0.3102673E+03  0.1326750E+05
  10.0841588762  0.4223724E+00  0.8003875E+02  0.3790651E+03  0.2663137E+03  0.5219959E+02  0.1193597E+00  0.4402403E+02  0.3145150E+03  0.1350899E+05
  10.0842919435  0.4248958E+00  0.7918430E+02  0.3753680E+03  0.2646194E+03  0.5171339E+02  0.1176006E+00  0.4341074E+02  0.3110556E+03  0.1342574E+05
  10.0844291482  0.4275865E+00  0.8087444E+02  0.3838233E+03  0.2718025E+03  0.5314695E+02  0.1180942E+00  0.4373372E+02  0.3193792E+03  0.1373202E+05
  10.0845627997  0.4302864E+00  0.7813221E+02  0.3709308E+03  0.2597878E+03  0.5200463E+02  0.1135184E+00  0.4198036E+02  0.3130812E+03  0.1343991E+05
  10.0846940590  0.4328868E+00  0.8164677E+02  0.3871616E+03  0.2759244E+03  0.5287205E+02  0.1167708E+00  0.4319999E+02  0.3184009E+03  0.1382942E+05
  10.0848343194  0.4356741E+00  0.8334396E+02  0.3960623E+03  0.2845543E+03  0.5449312E+02  0.1172693E+00  0.4360423E+02  0.3270693E+03  0.1415495E+05
  10.0849707060  0.4384574E+00  0.8181034E+02  0.3887130E+03  0.2785245E+03  0.5345672E+02  0.1148365E+00  0.4262955E+02  0.3211333E+03  0.1397414E+05
  10.0851089042  0.4414172E+00  0.8348282E+02  0.3967854E+03  0.2874595E+03  0.5415501E+02  0.1154197E+00  0.4296052E+02  0.3249276E+03  0.1420328E+05
  10.0852474063  0.4443164E+00  0.8644240E+02  0.4108403E+03  0.3000954E+03  0.5555402E+02  0.1176869E+00  0.4385812E+02  0.3333484E+03  0.1461703E+05
  10.0853839393  0.4473033E+00  0.8346206E+02  0.3969671E+03  0.2875458E+03  0.5442891E+02  0.1130975E+00  0.4213754E+02  0.3268112E+03  0.1431044E+05
  10.0855186499  0.4502292E+00  0.8623869E+02  0.4098239E+03  0.3008641E+03  0.5502850E+02  0.1153472E+00  0.4299029E+02  0.3304130E+03  0.1462374E+05
  10.0856525240  0.4532317E+00  0.8862465E+02  0.4220095E+03  0.3024938E+03  0.5885589E+02  0.1183337E+00  0.4408689E+02  0.3538201E+03  0.1540917E+05
  10.0857869462  0.4563100E+00  0.9247180E+02  0.4412368E+03  0.3105680E+03  0.6326331E+02  0.1239579E+00  0.4613631E+02  0.3800299E+03  0.1643847E+05
  10.0859196811  0.4593504E+00  0.9522292E+02  0.4551063E+03  0.3136550E+03  0.6715456E+02  0.1279282E+00  0.4755978E+02  0.4035736E+03  0.1734305E+05
  10.0860515273  0.4623658E+00  0.9929120E+02  0.4748426E+03  0.3263375E+03  0.7037279E+02  0.1328969E+00  0.4937567E+02  0.4227402E+03  0.1825450E+05
  10.0861812290  0.4654219E+00  0.1017561E+03  0.4871414E+03  0.3299620E+03  0.7361032E+02  0.1360079E+00  0.5047605E+02  0.4424359E+03  0.1908331E+05
  10.0863106367  0.4685515E+00  0.1004307E+03  0.4815608E+03  0.3221595E+03  0.7400986E+02  0.1348713E+00  0.4997989E+02  0.4443398E+03  0.1928054E+05
  10.0864382192  0.4715459E+00  0.1060717E+03  0.5082608E+03  0.3431427E+03  0.7729264E+02  0.1401710E+00  0.5197497E+02  0.4644880E+03  0.2029425E+05
  10.0865639844  0.4745925E+00  0.1072351E+03  0.5139364E+03  0.3464184E+03  0.7835055E+02  0.1406909E+00  0.5211770E+02  0.4710245E+03  0.2071427E+05
  10.0866886615  0.4776491E+00  0.1052678E+03  0.5051057E+03  0.3362463E+03  0.7826781E+02  0.1381199E+00  0.5112442E+02  0.4705479E+03  0.2075272E+05
  10.0868122154  0.4807635E+00  0.1060150E+03  0.5088904E+03  0.3378225E+03  0.7921416E+02  0.1378882E+00  0.5104036E+02  0.4764792E+03  0.2108252E+05
  10.0869342004  0.4837515E+00  0.1096900E+03  0.5262830E+03  0.3515450E+03  0.8126873E+02  0.1402807E+00  0.5191895E+02  0.4894484E+03  0.2174453E+05
  10.0870541371  0.4868572E+00  0.1088215E+03  0.5220584E+03  0.3490486E+03  0.8064556E+02  0.1379643E+00  0.5107431E+02  0.4859010E+03  0.2171073E+05
  10.0871736084  0.4898401E+00  0.1100788E+03  0.5282783E+03  0.3530440E+03  0.8169351E+02  0.1378344E+00  0.5105401E+02  0.4924792E+03  0.2204508E+05
  10.0872909191  0.4929738E+00  0.1084704E+03  0.5209058E+03  0.3440580E+03  0.8168164E+02  0.1351296E+00  0.4999831E+02  0.4929151E+03  0.2204727E+05
  10.0874077603  0.4959800E+00  0.1150206E+03  0.5518767E+03  0.3699784E+03  0.8514349E+02  0.1398229E+00  0.5184245E+02  0.5143958E+03  0.2302758E+05
  10.0875223432  0.4989915E+00  0.1117612E+03  0.5364352E+03  0.3568945E+03  0.8344583E+02  0.1353214E+00  0.5015567E+02  0.5044510E+03  0.2267143E+05
  10.0876359937  0.5020007E+00  0.1132691E+03  0.5437889E+03  0.3613565E+03  0.8480317E+02  0.1353296E+00  0.5015916E+02  0.5130798E+03  0.2303728E+05
  10.0877482999  0.5049910E+00  0.1124872E+03  0.5399943E+03  0.3599077E+03  0.8389478E+02  0.1335003E+00  0.4947303E+02  0.5076049E+03  0.2294357E+05
  10.0878589662  0.5079179E+00  0.1142720E+03  0.5485139E+03  0.3650997E+03  0.8536746E+02  0.1336925E+00  0.4957337E+02  0.5171921E+03  0.2334245E+05
  10.0879686603  0.5109984E+00  0.1138476E+03  0.5465263E+03  0.3643781E+03  0.8504253E+02  0.1319257E+00  0.4894445E+02  0.5152780E+03  0.2333570E+05
  10.0880773480  0.5139332E+00  0.1159712E+03  0.5568410E+03  0.3698199E+03  0.8699920E+02  0.1321867E+00  0.4904655E+02  0.5279671E+03  0.2382501E+05
  10.0881842483  0.5169299E+00  0.1182369E+03  0.5671825E+03  0.3809859E+03  0.8744519E+02  0.1330762E+00  0.4942717E+02  0.5309465E+03  0.2410651E+05
  10.0882901806  0.5198885E+00  0.1175473E+03  0.5643117E+03  0.3753470E+03  0.8805978E+02  0.1312157E+00  0.4876405E+02  0.5351079E+03  0.2423252E+05
  10.0883950747  0.5228910E+00  0.1175101E+03  0.5641163E+03  0.3759829E+03  0.8789833E+02  0.1297883E+00  0.4821216E+02  0.5343068E+03  0.2427715E+05
  10.0884985820  0.5257838E+00  0.1169608E+03  0.5618101E+03  0.3705577E+03  0.8851344E+02  0.1280891E+00  0.4755197E+02  0.5386880E+03  0.2441690E+05
  10.0886008998  0.5287452E+00  0.1195741E+03  0.5738937E+03  0.3831505E+03  0.8921357E+02  0.1293077E+00  0.4806343E+02  0.5430973E+03  0.2475536E+05
  10.0887020501  0.5315809E+00  0.1167998E+03  0.5609271E+03  0.3714023E+03  0.8801461E+02  0.1257523E+00  0.4670315E+02  0.5359996E+03  0.2448295E+05
  10.0888019548  0.5345525E+00  0.1195691E+03  0.5741213E+03  0.3804968E+03  0.9007435E+02  0.1267292E+00  0.4711282E+02  0.5491799E+03  0.2503647E+05
  10.0889011754  0.5374382E+00  0.1167304E+03  0.5609663E+03  0.3684177E+03  0.8893701E+02  0.1233142E+00  0.4580820E+02  0.5422817E+03  0.2476750E+05
  10.0889990254  0.5403230E+00  0.1228899E+03  0.5896340E+03  0.3947150E+03  0.9143730E+02  0.1270923E+00  0.4730460E+02  0.5581722E+03  0.2558506E+05
  10.0890956044  0.5430762E+00  0.1203404E+03  0.5776954E+03  0.3835569E+03  0.9038653E+02  0.1238707E+00  0.4606428E+02  0.5520502E+03  0.2535008E+05
  10.0891911316  0.5459896E+00  0.1235744E+03  0.5930981E+03  0.3944938E+03  0.9272156E+02  0.1251549E+00  0.4659571E+02  0.5669244E+03  0.2597733E+05
  10.0892860190  0.5488775E+00  0.1210109E+03  0.5812487E+03  0.3834264E+03  0.9177203E+02  0.1220612E+00  0.4541506E+02  0.5611620E+03  0.2575536E+05
  10.0893797722  0.5516708E+00  0.1243525E+03  0.5967263E+03  0.3985801E+03  0.9281376E+02  0.1238392E+00  0.4612397E+02  0.5678510E+03  0.2619564E+05
  10.0894720187  0.5544431E+00  0.1220010E+03  0.5856678E+03  0.3879475E+03  0.9193995E+02  0.1209182E+00  0.4497039E+02  0.5628611E+03  0.2600116E+05
  10.0895637104  0.5573437E+00  0.1227991E+03  0.5895038E+03  0.3915462E+03  0.9241522E+02  0.1204154E+00  0.4485820E+02  0.5658481E+03  0.2619197E+05
  10.0896544860  0.5601341E+00  0.1234002E+03  0.5926639E+03  0.3904408E+03  0.9370697E+02  0.1196702E+00  0.4452710E+02  0.5744244E+03  0.2651344E+05
  10.0897441327  0.5628572E+00  0.1270694E+03  0.6096645E+03  0.4067978E+03  0.9493150E+02  0.1217192E+00  0.4537646E+02  0.5822773E+03  0.2700370E+05
  10.0898324263  0.5655339E+00  0.1250040E+03  0.5999712E+03  0.3971736E+03  0.9424295E+02  0.1190959E+00  0.4433749E+02  0.5784240E+03  0.2685472E+05
  10.0899201525  0.5683778E+00  0.1261440E+03  0.6054054E+03  0.4020704E+03  0.9491831E+02  0.1188674E+00  0.4432959E+02  0.5826694E+03  0.2709943E+05
  10.0900071514  0.5710894E+00  0.1241293E+03  0.5960998E+03  0.3926819E+03  0.9426765E+02  0.1163440E+00  0.4331867E+02  0.5789111E+03  0.2695796E+05
  10.0900929597  0.5738592E+00  0.1253933E+03  0.6019428E+03  0.3976469E+03  0.9489078E+02  0.1162248E+00  0.4329668E+02  0.5831649E+03  0.2720968E+05
  10.0901779914  0.5766401E+00  0.1262737E+03  0.6060659E+03  0.4017198E+03  0.9518088E+02  0.1162538E+00  0.4332316E+02  0.5850627E+03  0.2739405E+05
  10.0902621080  0.5792205E+00  0.1277214E+03  0.6128247E+03  0.4072565E+03  0.9592491E+02  0.1162603E+00  0.4331400E+02  0.5900425E+03  0.2766984E+05
  10.0903450923  0.5820329E+00  0.1260387E+03  0.6049844E+03  0.3992408E+03  0.9550924E+02  0.1140213E+00  0.4249653E+02  0.5877753E+03  0.2759158E+05
  10.0904278931  0.5847168E+00  0.1275089E+03  0.6120448E+03  0.4052121E+03  0.9633352E+02  0.1141357E+00  0.4256843E+02  0.5929452E+03  0.2787967E+05
  10.0905093042  0.5873677E+00  0.1286996E+03  0.6174385E+03  0.4099886E+03  0.9668641E+02  0.1143827E+00  0.4262681E+02  0.5956003E+03  0.2810046E+05
  10.0905898355  0.5899415E+00  0.1304684E+03  0.6257036E+03  0.4169503E+03  0.9762686E+02  0.1146424E+00  0.4279120E+02  0.6017450E+03  0.2842967E+05
  10.0906696253  0.5927473E+00  0.1254827E+03  0.6024997E+03  0.3957413E+03  0.9565906E+02  0.1104489E+00  0.4117861E+02  0.5894526E+03  0.2791929E+05
  10.0907492028  0.5954243E+00  0.1239338E+03  0.5955087E+03  0.3882915E+03  0.9535418E+02  0.1084783E+00  0.4039846E+02  0.5876077E+03  0.2785994E+05
  10.0908274286  0.5981037E+00  0.1258789E+03  0.6044686E+03  0.3954997E+03  0.9632759E+02  0.1088433E+00  0.4058622E+02  0.5942532E+03  0.2821684E+05
  10.0909049313  0.6005004E+00  0.1274210E+03  0.6116623E+03  0.4017204E+03  0.9688813E+02  0.1093817E+00  0.4078757E+02  0.5980500E+03  0.2848508E+05
  10.0909810528  0.6031190E+00  0.1297277E+03  0.6223038E+03  0.4108147E+03  0.9811237E+02  0.1099179E+00  0.4100150E+02  0.6061299E+03  0.2890128E+05
  10.0910572291  0.6058726E+00  0.1285518E+03  0.6171605E+03  0.4052175E+03  0.9811070E+02  0.1082068E+00  0.4039729E+02  0.6059467E+03  0.2891445E+05
  10.0911328050  0.6083312E+00  0.1307633E+03  0.6275479E+03  0.4135336E+03  0.9921541E+02  0.1087645E+00  0.4058745E+02  0.6132637E+03  0.2930057E+05
  10.0912068516  0.6109106E+00  0.1292394E+03  0.6199325E+03  0.4094917E+03  0.9761615E+02  0.1074839E+00  0.4012512E+02  0.6035299E+03  0.2904599E+05
  10.0912805445  0.6134667E+00  0.1317637E+03  0.6318752E+03  0.4197208E+03  0.9901440E+02  0.1082073E+00  0.4044570E+02  0.6123399E+03  0.2949451E+05
  10.0913535583  0.6161652E+00  0.1309524E+03  0.6282188E+03  0.4149610E+03  0.9913686E+02  0.1066786E+00  0.3983497E+02  0.6133614E+03  0.2955586E+05
  10.0914262332  0.6186534E+00  0.1300400E+03  0.6241631E+03  0.4096151E+03  0.9914603E+02  0.1051919E+00  0.3926175E+02  0.6136633E+03  0.2958767E+05
  10.0914976311  0.6213072E+00  0.1290074E+03  0.6191822E+03  0.4048158E+03  0.9873423E+02  0.1038669E+00  0.3875770E+02  0.6114548E+03  0.2955984E+05
  10.0915688259  0.6238076E+00  0.1312197E+03  0.6296705E+03  0.4140438E+03  0.9974131E+02  0.1048363E+00  0.3911499E+02  0.6177830E+03  0.2993933E+05
  10.0916388126  0.6260618E+00  0.1306234E+03  0.6264923E+03  0.4128124E+03  0.9884144E+02  0.1037662E+00  0.3871046E+02  0.6125590E+03  0.2982830E+05
  10.0917080054  0.6286636E+00  0.1301454E+03  0.6243588E+03  0.4093823E+03  0.9918391E+02  0.1025339E+00  0.3825213E+02  0.6149514E+03  0.2994713E+05
  10.0917773642  0.6311767E+00  0.1330196E+03  0.6380975E+03  0.4209670E+03  0.1008108E+03  0.1035495E+00  0.3867738E+02  0.6250532E+03  0.3045333E+05
  10.0918456361  0.6335952E+00  0.1325739E+03  0.6359802E+03  0.4168924E+03  0.1010151E+03  0.1023503E+00  0.3820284E+02  0.6269931E+03  0.3055618E+05
  10.0919132386  0.6360854E+00  0.1315574E+03  0.6309820E+03  0.4152467E+03  0.9977119E+02  0.1015572E+00  0.3790905E+02  0.6190993E+03  0.3037507E+05
  10.0919802300  0.6386533E+00  0.1310084E+03  0.6284696E+03  0.4127717E+03  0.9974070E+02  0.1005800E+00  0.3755845E+02  0.6189100E+03  0.3043215E+05
  10.0920470390  0.6410603E+00  0.1307038E+03  0.6273141E+03  0.4097321E+03  0.1001461E+03  0.9951232E-01  0.3714965E+02  0.6216455E+03  0.3056715E+05
  10.0921128062  0.6434292E+00  0.1369017E+03  0.6560475E+03  0.4358595E+03  0.1025739E+03  0.1030313E+00  0.3851866E+02  0.6373637E+03  0.3142747E+05
  10.0921778272  0.6458989E+00  0.1355638E+03  0.6495417E+03  0.4330178E+03  0.1012220E+03  0.1024479E+00  0.3831132E+02  0.6286122E+03  0.3122348E+05
  10.0922426198  0.6481038E+00  0.1392669E+03  0.6669953E+03  0.4475919E+03  0.1031300E+03  0.1037395E+00  0.3883442E+02  0.6408677E+03  0.3182999E+05
  10.0923063910  0.6505490E+00  0.1416161E+03  0.6778555E+03  0.4571799E+03  0.1041647E+03  0.1051650E+00  0.3941657E+02  0.6475854E+03  0.3225747E+05
  10.0923700856  0.6531472E+00  0.1381075E+03  0.6615450E+03  0.4441115E+03  0.1024800E+03  0.1023717E+00  0.3834708E+02  0.6366286E+03  0.3184498E+05
  10.0924335281  0.6553917E+00  0.1398226E+03  0.6696100E+03  0.4520136E+03  0.1028703E+03  0.1038419E+00  0.3890730E+02  0.6389502E+03  0.3212244E+05
  10.0924955565  0.6578431E+00  0.1404703E+03  0.6724643E+03  0.4524495E+03  0.1036408E+03  0.1030992E+00  0.3862778E+02  0.6446142E+03  0.3239150E+05
  10.0925577998  0.6602799E+00  0.1461341E+03  0.6991825E+03  0.4774516E+03  0.1060792E+03  0.1066630E+00  0.4004565E+02  0.6594552E+03  0.3322798E+05
  10.0926191994  0.6625661E+00  0.1429562E+03  0.6841239E+03  0.4642752E+03  0.1044004E+03  0.1040396E+00  0.3902115E+02  0.6493014E+03  0.3284192E+05
