Date            Number of Sunspots
1914.453	11
1914.538	5
1914.623	7
1914.705	12
1914.79	8
1914.872	16
1914.957	22
1915.042	23
1915.121	42
1915.203	38
1915.285	41
1915.37	33
1915.452	68
1915.537	71
1915.622	69
1915.704	49
1915.789	53
1915.871	42
1915.956	34
1916.041	45
1916.123	55
1916.205	67
1916.287	71
1916.372	74
1916.454	67
1916.539	53
1916.624	35
1916.706	45
1916.791	50
1916.873	65
1916.958	53
1917.043	74
1917.123	71
1917.205	94
1917.287	74
1917.372	114
1917.454	114
1917.539	119
1917.624	154
1917.706	129
1917.791	72
1917.873	96
1917.958	129
1918.042	96
1918.122	65
1918.204	72
1918.286	80
1918.371	76
1918.453	59
1918.538	107
1918.623	101
1918.705	79
1918.79	85
1918.872	83
1918.957	59
1919.042	48
1919.121	79
1919.203	66
1919.285	51
1919.37	88
1919.452	111
1919.537	64
1919.622	69
1919.704	54
1919.789	52
1919.871	42
1919.956	34
1920.041	51
1920.123	53
1920.205	70
1920.287	14
1920.372	33
1920.454	38
1920.539	27
1920.624	19
1920.706	36
1920.791	49
1920.873	27
1920.958	29
1921.043	31
1921.123	28
1921.205	26
1921.287	32
1921.372	22
1921.454	33
1921.539	41
1921.624	22
1921.706	17
1921.791	18
1921.873	17
1921.958	20
1922.042	11
1922.122	26
1922.204	54
1922.286	11
1922.371	8
1922.453	5
1922.538	10
1922.623	6
1922.705	4
1922.79	6
1922.872	7
1922.957	17
1923.042	4
1923.121	1
1923.203	3
1923.285	6
1923.37	3
1923.452	9
1923.537	3
1923.622	0
1923.704	13
1923.789	11
1923.871	10
1923.956	2
1924.041	0
1924.123	5
1924.205	1
1924.287	11
1924.372	20
1924.454	24
1924.539	28
1924.624	19
1924.706	25
1924.791	25
1924.873	22
1924.958	16
1925.043	5
1925.123	23
1925.205	18
1925.287	31
1925.372	42
1925.454	47
1925.539	38
1925.624	37
1925.706	60
1925.791	69
1925.873	58
1925.958	98
1926.042	71
1926.122	69
1926.204	62
1926.286	38
1926.371	64
1926.453	73
1926.538	52
1926.623	61
1926.705	60
1926.79	71
1926.872	60
1926.957	79
1927.042	81
1927.121	93
1927.203	69
1927.285	93
1927.37	79
1927.452	59
1927.537	54
1927.622	53
1927.704	68
1927.789	63
1927.871	67
1927.956	45
1928.041	83
1928.123	73
1928.205	85
1928.287	80
1928.372	77
1928.454	91
1928.539	98
1928.624	83
1928.706	89
1928.791	61
1928.873	50
1928.958	59
1929.043	68
1929.123	62
1929.205	50
1929.287	52
1929.372	58
1929.454	71
1929.539	70
1929.624	65
1929.706	34
1929.791	54
1929.873	81
1929.958	108
1930.042	65
1930.122	49
1930.204	35
1930.286	38
1930.371	36
1930.453	28
1930.538	21
1930.623	24
1930.705	32
1930.79	34
1930.872	35
1930.957	25
1931.042	14
1931.121	43
1931.203	30
1931.285	31
1931.37	24
1931.452	15
1931.537	17
1931.622	13
1931.704	19
1931.789	10
1931.871	18
1931.956	17
1932.041	12
1932.123	10
1932.205	11
1932.287	11
1932.372	17
1932.454	22
1932.539	9
1932.624	6
1932.706	4
1932.791	8
1932.873	8
1932.958	11
1933.043	12
1933.123	22
1933.205	10
1933.287	2
1933.372	3
1933.454	5
1933.539	2
1933.624	0
1933.706	5
1933.791	3
1933.873	0
1933.958	0
1934.042	3
1934.122	7
1934.204	4
1934.286	11
1934.371	19
1934.453	6
1934.538	9
1934.623	8
1934.705	4
1934.79	5
1934.872	8
1934.957	15
1935.042	18
1935.121	20
1935.203	23
1935.285	12
1935.37	27
1935.452	45
1935.537	33
1935.622	30
1935.704	42
1935.789	53
1935.871	64
1935.956	61
1936.041	62
1936.123	74
1936.205	77
1936.287	74
1936.372	54
1936.454	70
1936.539	52
1936.624	87
1936.706	76
1936.791	89
1936.873	115
1936.958	123
1937.043	132
1937.123	128
1937.205	83
1937.287	109
1937.372	116
1937.454	130
1937.539	145
1937.624	137
1937.706	100
1937.791	124
1937.873	74
1937.958	88
1938.042	98
1938.122	119
1938.204	86
1938.286	101
1938.371	127
1938.453	97
1938.538	165
1938.623	115
1938.705	89
1938.79	99
1938.872	122
1938.957	92
1939.042	80
1939.121	77
1939.203	64
1939.285	109
1939.37	118
1939.452	101
1939.537	97
1939.622	105
1939.704	112
1939.789	88
1939.871	68
1939.956	42
1940.041	50
1940.123	59
1940.205	83
1940.287	60
1940.372	54
1940.454	83
1940.539	67
1940.624	105
1940.706	66
1940.791	55
1940.873	58
1940.958	68
1941.043	45
1941.123	44
1941.205	46
1941.287	32
1941.372	29
1941.454	59
1941.539	66
1941.624	60
1941.706	65
1941.791	46
1941.873	38
1941.958	33
1942.042	35
1942.122	52
1942.204	54
1942.286	60
1942.371	25
1942.453	11
1942.538	17
1942.623	20
1942.705	17
1942.79	19
1942.872	30
1942.957	22
1943.042	12
1943.121	28
1943.203	27
1943.285	26
1943.37	14
1943.452	7
1943.537	13
1943.622	19
1943.704	10
1943.789	7
1943.871	10
1943.956	18
1944.041	3
1944.123	0
1944.205	11
1944.287	0
1944.372	2
1944.454	5
1944.539	5
1944.624	16
1944.706	14
1944.791	16
1944.873	10
1944.958	28
1945.043	18
1945.123	12
1945.205	21
1945.287	32
1945.372	30
1945.454	36
1945.539	42
1945.624	25
1945.706	34
1945.791	68
1945.873	46
1945.958	27
1946.042	47
1946.122	86
1946.204	76
1946.286	75
1946.371	84
1946.453	73
1946.538	116
1946.623	107
1946.705	94
1946.79	102
1946.872	123
1946.957	121
1947.042	115
1947.121	133
1947.203	129
1947.285	149
1947.37	201
1947.452	163
1947.537	157
1947.622	188
1947.704	169
1947.789	163
1947.871	128
1947.956	116
1948.041	108
1948.123	86
1948.205	94
1948.287	189
1948.372	174
1948.454	167
1948.539	142
1948.624	157
1948.706	143
1948.791	136
1948.873	95
1948.958	138
1949.043	119
1949.123	182
1949.205	157
1949.287	147
1949.372	106
1949.454	121
1949.539	125
1949.624	123
1949.706	145
1949.791	131
1949.873	143
1949.958	117
1950.042	101
1950.122	94
1950.204	109
1950.286	113
1950.371	106
1950.453	83
1950.538	91
1950.623	85
1950.705	51
1950.79	61
1950.872	54
1950.957	54
1951.042	59
1951.121	59
1951.203	55
1951.285	92
1951.37	108
1951.452	100
1951.537	61
1951.622	61
1951.704	83
1951.789	51
1951.871	52
1951.956	45
1952.041	40
1952.123	22
1952.205	22
1952.287	29
1952.372	23
1952.454	36
1952.539	39
1952.624	54
1952.706	28
1952.791	23
1952.873	22
1952.958	34
1953.043	26
1953.123	3
1953.205	10
1953.287	27
1953.372	12
1953.454	21
1953.539	8
1953.624	23
1953.706	19
1953.791	8
1953.873	1
1953.958	2
1954.042	0
1954.122	0
1954.204	10
1954.286	1
1954.371	0
1954.453	0
1954.538	4
1954.623	8
1954.705	1
1954.79	7
1954.872	9
1954.957	7
1955.042	23
1955.121	20
1955.203	4
1955.285	11
1955.37	28
1955.452	31
1955.537	26
1955.622	40
1955.704	42
1955.789	58
1955.871	89
1955.956	76
1956.041	73
1956.123	124
1956.205	118
1956.287	110
1956.372	136
1956.454	116
1956.539	129
1956.624	169
1956.706	173
1956.791	155
1956.873	201
1956.958	192
1957.043	165
1957.123	130
1957.205	157
1957.287	175
1957.372	164
1957.454	200
1957.539	187
1957.624	158
1957.706	235
1957.791	253
1957.873	210
1957.958	239
1958.042	202
1958.122	164
1958.204	190
1958.286	196
1958.371	175
1958.453	171
1958.538	191
1958.623	200
1958.705	201
1958.79	181
1958.872	152
1958.957	187
1959.042	217
1959.121	143
1959.203	185
1959.285	163
1959.37	172
1959.452	168
1959.537	149
1959.622	199
1959.704	145
1959.789	111
1959.871	124
1959.956	125
1960.041	146
1960.123	106
1960.205	102
1960.287	122
1960.372	119
1960.454	110
1960.539	121
1960.624	134
1960.706	127
1960.791	82
1960.873	89
1960.958	85
1961.043	57
1961.123	46
1961.205	53
1961.287	61
1961.372	51
1961.454	77
1961.539	70
1961.624	55
1961.706	63
1961.791	37
1961.873	32
1961.958	39
1962.042	38
1962.122	50
1962.204	45
1962.286	46
1962.371	43
1962.453	42
1962.538	21
1962.623	21
1962.705	51
1962.79	39
1962.872	26
1962.957	23
1963.042	19
1963.121	24
1963.203	17
1963.285	29
1963.37	43
1963.452	35
1963.537	19
1963.622	33
1963.704	38
1963.789	35
1963.871	23
1963.956	14
1964.041	15
1964.123	17
1964.205	16
1964.287	8
1964.372	9
1964.454	9
1964.539	3
1964.624	9
1964.706	4
1964.791	6
1964.873	7
1964.958	15
1965.043	17
1965.123	14
1965.205	11
1965.287	6
1965.372	24
1965.454	15
1965.539	11
1965.624	8
1965.706	16
1965.791	20
1965.873	15
1965.958	17
1966.042	28
1966.122	24
1966.204	25
1966.286	48
1966.371	45
1966.453	47
1966.538	56
1966.623	51
1966.705	50
1966.79	57
1966.872	57
1966.957	70
1967.042	110
1967.121	93
1967.203	111
1967.285	69
1967.37	86
1967.452	67
1967.537	91
1967.622	107
1967.704	76
1967.789	88
1967.871	94
1967.956	126
1968.041	121
1968.123	111
1968.205	92
1968.287	81
1968.372	127
1968.454	110
1968.539	96
1968.624	109
1968.706	117
1968.791	107
1968.873	86
1968.958	109
1969.043	104
1969.123	120
1969.205	135
1969.287	106
1969.372	120
1969.454	106
1969.539	96
1969.624	98
1969.706	91
1969.791	95
1969.873	93
1969.958	97
1970.042	111
1970.122	127
1970.204	102
1970.286	109
1970.371	127
1970.453	106
1970.538	112
1970.623	93
1970.705	99
1970.79	86
1970.872	95
1970.957	83
1971.042	91
1971.121	79
1971.203	60
1971.285	71
1971.37	57
1971.452	49
1971.537	81
1971.622	61
1971.704	50
1971.789	51
1971.871	63
1971.956	82
1972.041	61
1972.123	88
1972.205	80
1972.287	63
1972.372	80
1972.454	88
1972.539	76
1972.624	76
1972.706	64
1972.791	61
1972.873	41
1972.958	45
1973.043	43
1973.123	42
1973.205	46
1973.287	57
1973.372	42
1973.454	37
1973.539	23
1973.624	25
1973.706	59
1973.791	30
1973.873	23
1973.958	23
1974.042	27
1974.122	26
1974.204	21
1974.286	40
1974.371	39
1974.453	36
1974.538	55
1974.623	33
1974.705	40
1974.79	47
1974.872	25
1974.957	20
1975.042	18
1975.121	11
1975.203	11
1975.285	5
1975.37	9
1975.452	11
1975.537	28
1975.622	39
1975.704	13
1975.789	9
1975.871	19
1975.956	7
1976.041	8
1976.123	4
1976.205	21
1976.287	18
1976.372	12
1976.454	12
1976.539	1
1976.624	16
1976.706	13
1976.791	20
1976.873	5
1976.958	15
1977.043	16
1977.123	23
1977.205	8
1977.287	12
1977.372	18
1977.454	38
1977.539	21
1977.624	30
1977.706	44
1977.791	43
1977.873	29
1977.958	43
1978.042	51
1978.122	93
1978.204	76
1978.286	99
1978.371	82
1978.453	95
1978.538	70
1978.623	58
1978.705	138
1978.79	125
1978.872	97
1978.957	122
1979.042	166
1979.121	137
1979.203	138
1979.285	101
1979.37	134
1979.452	149
1979.537	159
1979.622	142
1979.704	188
1979.789	186
1979.871	183
1979.956	176
1980.041	159
1980.123	155
1980.205	126
1980.287	164
1980.372	179
1980.454	157
1980.539	136
1980.624	135
1980.706	155
1980.791	164
1980.873	147
1980.958	174
1981.043	114
1981.123	141
1981.205	135
1981.287	156
1981.372	127
1981.454	90
1981.539	143
1981.624	158
1981.706	167
1981.791	162
1981.873	137
1981.958	150
1982.042	111
1982.122	163
1982.204	153
1982.286	122
1982.371	82
1982.453	110
1982.538	106
1982.623	107
1982.705	118
1982.79	94
1982.872	98
1982.957	127
1983.042	84
1983.121	51
1983.203	66
1983.285	80
1983.37	99
1983.452	91
1983.537	82
1983.622	71
1983.704	50
1983.789	55
1983.871	33
1983.956	33
1984.041	57
1984.123	85
1984.205	83
1984.287	69
1984.372	76
1984.454	46
1984.539	37
1984.624	25
1984.706	15
1984.791	12
1984.873	22
1984.958	18
1985.043	16
1985.123	15
1985.205	17
1985.287	16
1985.372	27
1985.454	24
1985.539	30
1985.624	11
1985.706	3
1985.791	18
1985.873	16
1985.958	17
1986.042	2
1986.122	23
1986.204	15
1986.286	18
1986.371	13
1986.453	1
1986.538	18
1986.623	7
1986.705	3
1986.79	35
1986.872	15
1986.957	6
1987.042	10
1987.121	2
1987.203	14
1987.285	39
1987.37	33
1987.452	17
1987.537	33
1987.622	38
1987.704	33
1987.789	60
1987.871	39
1987.956	27
1988.041	59
1988.123	40
1988.205	76
1988.287	88
1988.372	60
1988.454	101
1988.539	113
1988.624	111
1988.706	120
1988.791	125
1988.873	125
1988.958	179
1989.043	161
1989.123	165
1989.205	131
1989.287	130
1989.372	138
1989.454	196
1989.539	126
1989.624	168
1989.706	176
1989.791	159
1989.873	173
1989.958	165
1990.042	177
1990.122	130
1990.204	140
1990.286	140
1990.371	132
1990.453	105
1990.538	149
1990.623	200
1990.705	125
1990.79	145
1990.872	131
1990.957	129
1991.042	136
1991.121	167
1991.203	141
1991.285	140
1991.37	121
1991.452	169
1991.537	173
1991.622	176
1991.704	125
1991.789	144
1991.871	108
1991.956	144
1992.041	150
1992.123	161
1992.205	106
1992.287	99
1992.372	73
1992.454	65
1992.539	85
1992.624	64
1992.706	63
1992.791	88
1992.873	91
1992.958	82
1993.043	59
1993.123	91
1993.205	69
1993.287	62
1993.372	61
1993.454	49
1993.539	57
1993.624	42
1993.706	22
1993.791	56
1993.873	35
1993.958	48
1994.042	57
1994.122	35
1994.204	31
1994.286	16
1994.371	17
1994.453	28
1994.538	35
1994.623	22
1994.705	25
1994.79	44
1994.872	18
1994.957	26
1995.042	24
1995.121	29
1995.203	31
1995.285	14
1995.37	14
1995.452	15
1995.537	14
1995.622	14
1995.704	11
1995.789	21
1995.871	9
1995.956	10
1996.041	11
1996.123	4
1996.205	9
1996.287	4
1996.372	5
1996.454	11
1996.539	8
1996.624	14
1996.706	1
1996.791	0
1996.873	17
1996.958	13
1997.043	5
1997.123	7
1997.205	8
1997.287	15
1997.372	18
1997.454	12
1997.539	10
1997.624	24
1997.706	51
1997.791	23
1997.873	39
1997.958	41
1998.042	31
1998.122	40
1998.204	54
1998.286	53
1998.371	56
1998.453	70
1998.538	66
1998.623	92
1998.705	92
1998.79	55
1998.872	74
1998.957	81
1999.042	62
1999.121	66
1999.203	68
1999.285	63
1999.37	106
1999.452	137
1999.537	113
1999.622	93
1999.704	71
1999.789	116
1999.871	133
1999.956	84
2000.041	90
2000.123	112
2000.205	138
2000.287	125
2000.372	121
2000.454	124
2000.539	170
2000.624	130
2000.706	109
2000.791	99
2000.873	106
2000.958	104
2001.043	95
2001.123	80
2001.205	113
2001.287	107
2001.372	96
2001.454	134
2001.539	81
2001.624	106
2001.706	150
2001.791	125
2001.873	106
2001.958	132
2002.042	114
2002.122	107
2002.204	98
2002.286	120
2002.371	120
2002.453	88
2002.538	99
2002.623	116
2002.705	109
2002.79	97
2002.872	95
2002.957	80
2003.042	79
2003.121	46
2003.203	61
2003.285	60
2003.37	54
2003.452	77
2003.537	83
2003.622	72
2003.704	48
2003.789	65
2003.871	67
2003.956	46
2004.041	37
2004.123	45
2004.205	49
2004.287	39
2004.372	41
2004.454	43
2004.539	51
2004.624	40
2004.706	27
2004.791	48
2004.873	43
2004.958	17
2005.043	31
2005.123	29
2005.205	24
2005.287	24
2005.372	42
2005.454	39
2005.539	40
2005.624	36
2005.706	21
2005.791	8
2005.873	18
2005.958	41
2006.042	15
2006.122	4
2006.204	10
2006.286	30
2006.371	22
2006.453	13
2006.538	12
2006.623	12
2006.705	14
2006.79	10
2006.872	21
2006.957	13
2007.042	16
2007.121	10
2007.203	4
2007.285	3
2007.37	11
2007.452	12
2007.537	9
2007.622	6
2007.704	2
2007.789	0
2007.871	1
2007.956	10
2008.041	3
2008.123	2
2008.205	9
2008.287	2
2008.372	3
2008.454	3
2008.539	0
2008.624	0
2008.706	1
2008.791	2
2008.873	4
2008.958	0
